Individual,Species,Disp,Dispyr,Dispsex,Tag Code,Spawner Id,Spawner Lg (Mm),Spawner Wt (G),Rearing,Prepittag/Pittag Date,Fieldidtype,Fieldid,Rear,Pit Length,Pit Weight,Prepit Pool,Postpit Pool,Group,Individual At Pit-Tagging,Pool,Comment,Mortality Date,Mortality Length,Mortality Weight,Mortality Id,Mortalitysex,Comment,4/21/16 Length,4/21/16 Weight,Pool,Vaccinated 4/21/16,9/29/16 Length,9/29/16 Weight,9/29/16 Pool,1/12/17 Length,1/12/17 Weight,1/12/17 Pool,3yo Maturity Sorta Date,3yo Maturity Sorta Length,3yo Maturity Sorta Weight,3yo Maturity Sorta Sex,3yo Maturity Sorta Pool,3yo Maturity Sorta Tote,3yo Maturity Sorta Note,3yo Maturity Sortb Date,3yo Maturity Sortb Length,3yo Maturity Sortb Weight,3yo Maturity Sortb Sex,3yo Maturity Sortb Pool,3yo Maturity Sortb Tote,3yo Maturity Sortb Note,4yo Maturity Sorta Date,4yo Maturity Sorta Length,4yo Maturity Sorta Weight,4yo Maturity Sorta Sex,4yo Maturity Sorta Pool,4yo Maturity Sorta Tote,4yo Maturity Sorta Comment,4yo Maturity Sortb Date,4yo Maturity Sortb Sex,4yo Maturity Sortb Tote,Record Number,Accessed Date,Source Url,Preferred Citation
OneNOAA14BCB_0753,15,mort,2017,female,3DD.0077811893,,,,FW,2016-02-25 00:00:00,Cell#,0753,H,165,44.3,2,4,B,0753,p3,,2017-09-06 00:00:00,446,849,18-7,female,"scol cull BC678, 17CRC_0219",,,,,,,,,,,2017-07-12 00:00:00,463,1216,female,18,18,drifter,,,,,,,,,,,,,,,,,,Row 634 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0754,15,3yo Redfish Lake Release,2017,male,3DD.0077805CBC,,,,FW,2016-02-25 00:00:00,Cell#,0754,H,170,53,2,4,B,0754,p3,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,447,1233,male,17,17,,,,,,,,,,,,,,,,,,,Row 635 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0755,15,3yo Redfish Lake Release,2017,male,3DD.0077814C3B,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0755,H,162,47.5,2,4,B,0755,p3,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,447,1110,male,17,17,,,,,,,,,,,,,,,,,,,Row 636 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0756,15,3yo Redfish Lake Release,2017,male,3DD.0077806575,,,,FW,2016-02-25 00:00:00,Cell#,0756,H,197,91,2,4,B,0756,p3,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,440,1100,male,17,17,,,,,,,,,,,,,,,,,,,Row 637 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0757,15,3yo Redfish Lake Release,2017,female,3DD.007780FB3D,,,,FW,2016-02-25 00:00:00,Cell#,0757,H,175,61.1,2,4,B,0757,p3,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,452,1124,female,17,17,,,,,,,,,,,,,,,,,,,Row 638 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0758,15,3yo Redfish Lake Release,2017,female,3DD.007781473C,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0758,H,203,109.1,2,4,B,0758,p3,,,,,,,,,,,,321,467,17,,,,2017-07-12 00:00:00,468,1437,female,17,17,,,,,,,,,,,,,,,,,,,Row 639 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0759,15,MORT,2017,,3DD.00778C4A90,,,,FW,2016-02-25 00:00:00,Cell#,0759,H,203,113.1,2,4,B,0759,p3,,2017-07-26 00:00:00,467,1421,18-6,female,mg,,,,,,,,375,736,17 to 18,2017-07-12 00:00:00,464,1387,female,18,18,,,,,,,,,,,,,,,,,,,Row 640 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0760,15,3yo Redfish Lake Release,2017,male,3DD.0077804C72,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0760,H,170,55.8,2,4,B,0760,p3,,,,,,,,,,,,315,430,17,,,,2017-07-12 00:00:00,441,1063,male,17,17,,,,,,,,,,,,,,,,,,,Row 641 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0761,15,3YO SPAWNER,2017,female,3DD.0077817EAF,F40,445,1050,FW,2016-02-25 00:00:00,Cell#,0761,H,164,49.9,2,4,B,0761,p3,"Was 2ND RELEASE, hold back scoliosis",,,,,,,,,,,,,,,,,2017-07-12 00:00:00,445,1474,female,18,18,,,,,,,,,,,,,,,,,,,Row 642 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0762,15,3yo Redfish Lake Release,2017,male,3DD.007780ADEC,,,,FW,2016-02-25 00:00:00,Cell#,0762,H,178,57,2,4,B,0762,p3,,,,,,,,206,102,4,n,,,,,,,2017-07-12 00:00:00,398,769,male,18,18,,,,,,,,,,,,,,,,,,,Row 643 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0763,15,3yo Redfish Lake Release,2017,male,3DD.007780AFF1,,,,FW,2016-02-25 00:00:00,Cell#,0763,H,160,45.4,2,4,B,0763,p3,,,,,,,,,,,,300,380,17,373,744,17 to 18,2017-07-12 00:00:00,458,1315,male,18,18,,,,,,,,,,,,,,,,,,,Row 644 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0764,15,3yo Redfish Lake Release,2017,female,3DD.007780339E,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0764,H,158,42.6,2,4,B,0764,p3,,,,,,,,190,77,4,n,,,,,,,2017-07-12 00:00:00,416,944,female,18,18,,,,,,,,,,,,,,,,,,,Row 645 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0765,15,3yo Redfish Lake Release,2017,female,3DD.00778197D4,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0765,H,168,57.7,2,4,B,0765,p3,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,404,929,female,17,17,,,,,,,,,,,,,,,,,,,Row 646 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0766,15,3yo Redfish Lake Release,2017,female,3DD.00777FC100,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0766,H,187,77.2,2,4,B,0766,p3,,,,,,,,,,,,,,,373,722,17 to 18,2017-07-12 00:00:00,446,1161,female,18,18,,,,,,,,,,,,,,,,,,,Row 647 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0767,15,3yo Redfish Lake Release,2017,female,3DD.007780ED13,,,,FW,2016-02-25 00:00:00,Cell#,0767,H,180,72.3,2,4,B,0767,p3,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,426,1052,female,18,18,,,,,,,,,,,,,,,,,,,Row 648 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0768,15,3yo Redfish Lake Release,2017,female,3DD.00778C14C3,,,,FW,2016-02-25 00:00:00,Cell#,0768,H,158,45,2,4,B,0768,p3,,,,,,,,,,,,,,,345,605,17 to 18,2017-07-12 00:00:00,436,1144,female,18,18,,,,,,,,,,,,,,,,,,,Row 649 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0769,15,3yo Redfish Lake Release,2017,male,3DD.0077805B0D,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0769,H,230,144.7,2,4,B,0769,p3,,,,,,,,,,,,,,,,,,2017-07-12 00:00:00,447,1143,male,17,17,,,,,,,,,,,,,,,,,,,Row 650 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0770,15,3yo Redfish Lake Release,2017,female,3DD.0077800CEB,2ND RELEASE,,,FW,2016-02-25 00:00:00,Cell#,0770,H,193,94.2,2,4,B,0770,p3,,,,,,,,,,,,312,431,17,,,,2017-07-12 00:00:00,441,1176,female,17,17,,,,,,,,,,,,,,,,,,,Row 651 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0570,15,3yo spawner,2017,male,3DD.007780BA13,,468,1281,FW,2016-02-24 00:00:00,Cell#,0570,H,185,76.8,3,3.0,A,0570,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,459,1283,male,16,16,,,,,,,,,,,,,,,,,,,Row 652 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0571,15,3yo Redfish Lake Release,2017,female,3DD.00778D5415,,,,FW,2016-02-24 00:00:00,Cell#,0571,H,202,98.6,3,3.0,A,0571,,MATCH TO CLIP 17CRC_0207,,,,,,,236,156,3,n,331,466,16,,,,2017-07-13 00:00:00,457,1175,female,16,16,,,,,,,,,,,,,,,,,,,Row 653 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0572,15,3yo Redfish Lake Release,2017,male,3DD.007780AF82,,,,FW,2016-02-24 00:00:00,Cell#,0572,H,195,94.5,3,3.0,A,0572,,,,,,,,,222,136,3,n,,,,,,,2017-07-13 00:00:00,476,1576,male,19,19,,,,,,,,,,,,,,,,,,,Row 654 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0573,15,3yo Redfish Lake Release,2017,male,3DD.0077810B4C,,,,FW,2016-02-24 00:00:00,Cell#,0573,H,197,102.1,3,3.0,A,0573,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,443,1119,male,19,19,,,,,,,,,,,,,,,,,,,Row 655 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0574,15,MORT,2016,,3DD.00778015F1,,,,FW,2016-02-24 00:00:00,Cell#,0574,H,144,40.1,3,3.0,A,0574,,,2016-09-29 00:00:00,170,59.1,16-2,FEMALE,"IMM, CULL BENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 656 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0575,15,MORT,2017,,3DD.007780ACD9,,,,FW,2016-02-24 00:00:00,Cell#,0575,H,190,84.9,3,3.0,A,0575,,,2017-09-15 00:00:00,291,253.4,19-18,male,mg cull,223,133,3,n,294,326,16,,,,2017-07-13 00:00:00,291,274,male,19,19,,,,,,,,,,,,,,,,,,,Row 657 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0576,15,3yo Pettit Lake Release,2017,female,3DD.00778041EE,,,,FW,2016-02-24 00:00:00,Cell#,0576,H,183,75.2,3,3.0,A,0576,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,467,1356,female,19,19,,,,,,,,,,,,,,,,,,,Row 658 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0577,15,3yo Pettit Lake Release,2017,female,3DD.00778C33BD,,,,FW,2016-02-24 00:00:00,Cell#,0577,H,205,106.3,3,3.0,A,0577,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,444,1164,female,19,19,,,,,,,,,,,,,,,,,,,Row 659 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0578,15,3yo spawner,2017,female,3DD.007781CE49,F27,460,1200,FW,2016-02-24 00:00:00,Cell#,0578,H,180,79.9,3,3.0,A,0578,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,450,1241,female,19,19,,,,,,,,,,,,,,,,,,,Row 660 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0579,15,3yo Pettit Lake Release,2017,female,3DD.00778CCF1A,,,,FW,2016-02-24 00:00:00,Cell#,0579,H,180,72,3,3.0,A,0579,,,,,,,,,209,113,3,n,282,308,16,,,,2017-07-13 00:00:00,414,905,female,16,16,,,,,,,,,,,,,,,,,,,Row 661 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0580,15,3yo Redfish Lake Release,2017,male,3DD.0077810679,,,,FW,2016-02-24 00:00:00,Cell#,0580,H,185,77.8,3,3.0,A,0580,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,458,1337,male,16,16,,,,,,,,,,,,,,,,,,,Row 662 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0581,15,3yo Pettit Lake Release,2017,male,3DD.007780F40F,,,,FW,2016-02-24 00:00:00,Cell#,0581,H,182,69.9,3,3.0,A,0581,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,437,1128,male,16,16,,,,,,,,,,,,,,,,,,,Row 663 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0582,15,mort,2017,,3DD.007780C1EB,,,,FW,2016-02-24 00:00:00,Cell#,0582,H,194,84.5,3,3.0,A,0582,,,2017-04-13 00:00:00,335,544.7,19-4,MALE,imm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 664 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0583,15,3yo Redfish Lake Release,2017,male,3DD.007781CE64,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0583,H,200,105.5,3,3.0,A,0583,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,474,1552,male,19,19,,,,,,,,,,,,,,,,,,,Row 665 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0584,15,MORT,2017,,3DD.00778CC831,,,,FW,2016-02-24 00:00:00,Cell#,0584,H,201,107.5,3,3.0,A,0584,,,2017-09-28 00:00:00,435,1015,RW3-1,FEMALE,,232,166,3,n,,,,,,,2017-07-13 00:00:00,462,1335,female,16,16,,,,,,,,,,,,,,,,,,,Row 666 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0585,15,3yo Redfish Lake Release,2017,female,3DD.0077804D8E,,,,FW,2016-02-24 00:00:00,Cell#,0585,H,200,105.7,3,3.0,A,0585,,,,,,,,,,,,,,,,341,508,16 to 19,2017-07-13 00:00:00,410,858,female,19,19,,,,,,,,,,,,,,,,,,,Row 667 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0586,15,3yo Redfish Lake Release,2017,female,3DD.00778C350A,,,,FW,2016-02-24 00:00:00,Cell#,0586,H,200,101.3,3,3.0,A,0586,,,,,,,,,,,,,324,465,16,380,799,16 to 19,2017-07-13 00:00:00,464,1353,female,19,19,,,,,,,,,,,,,,,,,,,Row 668 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0587,15,3yo Redfish Lake Release,2017,female,3DD.00778157A0,,,,FW,2016-02-24 00:00:00,Cell#,0587,H,184,78.8,3,3.0,A,0587,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,433,1177,female,16,16,,,,,,,,,,,,,,,,,,,Row 669 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0588,15,3yo Redfish Lake Release,2017,male,3DD.007781ACBE,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0588,H,190,90.7,3,3.0,A,0588,,,,,,,,,220,136,3,n,,,,,,,2017-07-13 00:00:00,434,1078,male,19,19,,,,,,,,,,,,,,,,,,,Row 670 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0589,15,3yo Redfish Lake Release,2017,male,3DD.0077818610,,,,FW,2016-02-24 00:00:00,Cell#,0589,H,195,89.4,3,3.0,A,0589,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,462,1307,male,19,19,,,,,,,,,,,,,,,,,,,Row 671 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
