Individual,Species,Disp,Dispyr,Dispsex,Tag Code,Spawner Id,Spawner Lg (Mm),Spawner Wt (G),Rearing,Prepittag/Pittag Date,Fieldidtype,Fieldid,Rear,Pit Length,Pit Weight,Prepit Pool,Postpit Pool,Group,Individual At Pit-Tagging,Pool,Comment,Mortality Date,Mortality Length,Mortality Weight,Mortality Id,Mortalitysex,Comment,4/21/16 Length,4/21/16 Weight,Pool,Vaccinated 4/21/16,9/29/16 Length,9/29/16 Weight,9/29/16 Pool,1/12/17 Length,1/12/17 Weight,1/12/17 Pool,3yo Maturity Sorta Date,3yo Maturity Sorta Length,3yo Maturity Sorta Weight,3yo Maturity Sorta Sex,3yo Maturity Sorta Pool,3yo Maturity Sorta Tote,3yo Maturity Sorta Note,3yo Maturity Sortb Date,3yo Maturity Sortb Length,3yo Maturity Sortb Weight,3yo Maturity Sortb Sex,3yo Maturity Sortb Pool,3yo Maturity Sortb Tote,3yo Maturity Sortb Note,4yo Maturity Sorta Date,4yo Maturity Sorta Length,4yo Maturity Sorta Weight,4yo Maturity Sorta Sex,4yo Maturity Sorta Pool,4yo Maturity Sorta Tote,4yo Maturity Sorta Comment,4yo Maturity Sortb Date,4yo Maturity Sortb Sex,4yo Maturity Sortb Tote,Record Number,Accessed Date,Source Url,Preferred Citation
OneNOAA14BCB_0590,15,3yo Redfish Lake Release,2017,male,3DD.007781672C,,,,FW,2016-02-24 00:00:00,Cell#,0590,H,194,86.8,3,3.0,A,0590,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,316,386,male,16,16,,,,,,,,,,,,,,,,,,,Row 672 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0591,15,MORT,2017,,3DD.00778C5162,,,,FW,2016-02-24 00:00:00,Cell#,0591,H,197,97.4,3,3.0,A,0591,,,2017-09-11 00:00:00,445,1099,19-16,FEMALE,MG,230,153,3,n,320,454,16,380,802,16 to 19,2017-07-13 00:00:00,441,1097,female,19,19,,,,,,,,,,,,,,,,,,,Row 673 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0592,15,3yo Redfish Lake Release,2017,male,3DD.007781051D,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0592,H,205,100.3,3,3.0,A,0592,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,443,1138,male,16,16,,,,,,,,,,,,,,,,,,,Row 674 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0593,15,MORT,2017,,3DD.0077804BDB,,,,FW,2016-02-24 00:00:00,Cell#,0593,H,215,135.3,3,3.0,A,0593,,,2017-07-31 00:00:00,460,1449.2,19-11,female,mg,,,,,,,,,,,2017-07-13 00:00:00,453,1334,female,19,19,,,,,,,,,,,,,,,,,,,Row 675 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0594,15,3yo Redfish Lake Release,2017,female,3DD.007780FCD8,,,,FW,2016-02-24 00:00:00,Cell#,0594,H,175,71.9,3,3.0,A,0594,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,403,895,female,16,16,,,,,,,,,,,,,,,,,,,Row 676 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0595,15,MORT,2016,,3DD.0077810D93,,,,FW,2016-02-24 00:00:00,Cell#,0595,H,145,35.1,3,3.0,A,0595,,,2016-06-20 00:00:00,158,58.1,BCH 16-1,FEMALE,IMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 677 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0596,15,MORT,2017,,3DD.0077819BFB,,,,FW,2016-02-24 00:00:00,Cell#,0596,H,190,86.1,3,3.0,A,0596,,,2017-08-17 00:00:00,454,1292.5,19-13,female,mg scol,221,139,3,n,312,451,16,378,832,16 to 19,2017-07-13 00:00:00,456,1310,female,19,19,,,,,,,,,,,,,,,,,,,Row 678 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0597,15,3yo Pettit Lake Release,2017,female,3DD.00778CBA9F,,,,FW,2016-02-24 00:00:00,Cell#,0597,H,185,82.1,3,3.0,A,0597,,,,,,,,,,,,,,,,362,651,16 to 19,2017-07-13 00:00:00,457,1289,female,19,19,,,,,,,,,,,,,,,,,,,Row 679 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0598,15,3yo Redfish Lake Release,2017,female,3DD.0077800783,,,,FW,2016-02-24 00:00:00,Cell#,0598,H,170,60,3,3.0,A,0598,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,422,999,female,16,16,,,,,,,,,,,,,,,,,,,Row 680 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0599,15,3yo Redfish Lake Release,2017,male,3DD.007781C64D,,,,FW,2016-02-24 00:00:00,Cell#,0599,H,197,99.6,3,3.0,A,0599,,,,,,,,,,,,,,,,368,744,16 to 19,2017-07-13 00:00:00,450,1326,male,19,19,,,,,,,,,,,,,,,,,,,Row 681 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0600,15,3yo Redfish Lake Release,2017,female,3DD.0077806194,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0600,H,185,80.9,3,3.0,A,0600,,,,,,,,,,,,,300,365,16,,,,2017-07-13 00:00:00,444,1164,female,19,19,,,,,,,,,,,,,,,,,,,Row 682 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0601,15,3yo Redfish Lake Release,2017,female,3DD.00778D8B77,,,,FW,2016-02-24 00:00:00,Cell#,0601,H,195,99.1,3,3.0,A,0601,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,328,473,female,19,19,,,,,,,,,,,,,,,,,,,Row 683 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0602,15,3yo spawner,2017,female,3DD.00778155F9,F139,493,1466,FW,2016-02-24 00:00:00,Cell#,0602,H,204,105.7,3,3.0,A,0602,,,,,,,,,236,168,3,n,,,,,,,2017-07-13 00:00:00,483,1521,female,16,16,,,,,,,,,,,,,,,,,,,Row 684 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0603,15,3yo spawner,2017,female,3DD.00778C13BF,F61,425,876,FW,2016-02-24 00:00:00,Cell#,0603,H,187,81.9,3,3.0,A,0603,,,,,,,,,219,127,3,n,,,,,,,2017-07-13 00:00:00,421,937,female,19,19,,,,,,,,,,,,,,,,,,,Row 685 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0604,15,3yo Redfish Lake Release,2017,male,3DD.007780D223,,,,FW,2016-02-24 00:00:00,Cell#,0604,H,188,86.4,3,3.0,A,0604,,,,,,,,,,,,,,,,352,679,16 to 19,2017-07-13 00:00:00,440,1220,male,19,19,,,,,,,,,,,,,,,,,,,Row 686 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0605,15,3yo Redfish Lake Release,2017,female,3DD.0077816042,,,,FW,2016-02-24 00:00:00,Cell#,0605,H,185,74.5,3,3.0,A,0605,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,406,828,female,19,19,,,,,,,,,,,,,,,,,,,Row 687 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0606,15,3yo Redfish Lake Release,2017,female,3DD.00777FA5BA,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0606,H,170,61.1,3,3.0,A,0606,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,478,1448,female,19,19,,,,,,,,,,,,,,,,,,,Row 688 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0607,15,3yo Redfish Lake Release,2017,female,3DD.00778150B2,,,,FW,2016-02-24 00:00:00,Cell#,0607,H,205,108.7,3,3.0,A,0607,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,447,1253,female,19,19,,,,,,,,,,,,,,,,,,,Row 689 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0608,15,3yo spawner,2017,female,3DD.0077807563,F111,442,983,fw,2016-02-24 00:00:00,Cell#,0608,H,180,65.5,3,3.0,A,0608,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,443,1059,female,16,16,scol,,,,,,,,,,,,,,,,,,Row 690 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0609,15,3yo Redfish Lake Release,2017,female,3DD.007781367C,,,,FW,2016-02-24 00:00:00,Cell#,0609,H,190,83,3,3.0,A,0609,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,463,1321,female,19,19,,,,,,,,,,,,,,,,,,,Row 691 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0610,15,3yo spawner,2017,female,3DD.007780DBFD,F128,371,665,FW,2016-02-24 00:00:00,Cell#,0610,H,135,33.6,3,3.0,A,0610,,,,,,,,,,,,,240,215,16,,,,2017-07-13 00:00:00,361,690,female,16,16,,,,,,,,,,,,,,,,,,,Row 692 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0611,15,3yo Redfish Lake Release,2017,male,3DD.0077807388,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0611,H,195,85.5,3,3.0,A,0611,,,,,,,,,224,140,3,n,,,,,,,2017-07-13 00:00:00,439,1179,male,16,16,,,,,,,,,,,,,,,,,,,Row 693 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0612,15,3yo Redfish Lake Release,2017,female,3DD.00778DA55B,,,,FW,2016-02-24 00:00:00,Cell#,0612,H,195,99.5,3,3.0,A,0612,,,,,,,,,227,155,3,n,,,,,,,2017-07-13 00:00:00,468,1384,female,19,19,,,,,,,,,,,,,,,,,,,Row 694 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0613,15,MORT,2017,,3DD.00778157C0,,,,FW,2016-02-24 00:00:00,Cell#,0613,H,180,78.5,3,3.0,A,0613,,,2017-02-14 00:00:00,357,722.3,19-2,male,IMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row 695 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0614,15,3yo Redfish Lake Release,2017,male,3DD.00778024B2,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0614,H,185,76.2,3,3.0,A,0614,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,454,1377,male,16,16,,,,,,,,,,,,,,,,,,,Row 696 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0615,15,3yo Redfish Lake Release,2017,male,3DD.00778D530F,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0615,H,190,88.8,3,3.0,A,0615,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,489,1563,male,19,19,,,,,,,,,,,,,,,,,,,Row 697 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0616,15,3yo Redfish Lake Release,2017,male,3DD.0077816437,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0616,H,165,59,3,3.0,A,0616,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,411,948,male,19,19,,,,,,,,,,,,,,,,,,,Row 698 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0617,15,MORT,2017,,3DD.0077818E66,,,,FW,2016-02-24 00:00:00,Cell#,0617,H,176,63.2,3,3.0,A,0617,,,2017-07-20 00:00:00,380,506,19-10,FEMALE,"MG, SCOL CULL",,,,,,,,383,772,16 to 19,2017-07-13 00:00:00,386,562,female,19,19,scol,,,,,,,,,,,,,,,,,,Row 699 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0618,15,3yo Redfish Lake Release,2017,female,3DD.007780DD08,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0618,H,190,78.6,3,3.0,A,0618,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,435,1000,female,16,16,,,,,,,,,,,,,,,,,,,Row 700 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0619,15,3yo Redfish Lake Release,2017,female,3DD.007781C72E,,,,FW,2016-02-24 00:00:00,Cell#,0619,H,187,83.5,3,3.0,A,0619,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,456,1267,female,16,16,,,,,,,,,,,,,,,,,,,Row 701 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0620,15,3YO SPAWNER,2017,MALE,3DD.00778059AD,,435,1273,FW,2016-02-24 00:00:00,Cell#,0620,H,190,81.2,3,3.0,A,0620,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,437,1239,male,16,16,,,,,,,,,,,,,,,,,,,Row 702 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0621,15,MORT,2017,,3DD.007780674D,,,,FW,2016-02-24 00:00:00,Cell#,0621,H,195,92.1,3,3.0,A,0621,,,2017-09-07 00:00:00,440,841.4,19-14,FEMALE,"MG, SCOL CULL",225,149,3,n,,,,,,,2017-07-13 00:00:00,457,1196,female,19,19,,,,,,,,,,,,,,,,,,,Row 703 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0622,15,3yo Redfish Lake Release,2017,male,3DD.007780DC56,2ND RELEASE,,,FW,2016-02-24 00:00:00,Cell#,0622,H,220,135.1,3,3.0,A,0622,,,,,,,,,253,202,3,n,346,571,16,411,964,16 to 19,2017-07-13 00:00:00,489,1658,male,19,19,,,,,,,,,,,,,,,,,,,Row 704 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0623,15,MORT,2017,,3DD.007781C4AD,,,,FW,2016-02-24 00:00:00,Cell#,0623,H,210,115.8,3,3.0,A,0623,,,2017-09-07 00:00:00,428,900,19-15,MALE,"MG, SCOL CULL",247,179,3,n,,,,,,,2017-07-13 00:00:00,451,1201,male,19,19,,,,,,,,,,,,,,,,,,,Row 705 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0624,15,MORT,2017,,3DD.0077812146,,,,FW,2016-02-24 00:00:00,Cell#,0624,H,196,88.2,3,3.0,A,0624,,,2017-07-14 00:00:00,400,662,19-8,male,mg,,,,,,,,,,,2017-07-13 00:00:00,399,661,male,19,19,scol,,,,,,,,,,,,,,,,,,Row 706 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0625,15,mort,2017,,3DD.0077808D61,,,,FW,2016-02-24 00:00:00,Cell#,0625,H,200,95.6,3,3.0,A,0625,,,2017-08-04 00:00:00,463,1305,19-12,female,mg,,,,,,,,,,,2017-07-13 00:00:00,469,1406,female,19,19,,,,,,,,,,,,,,,,,,,Row 707 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0626,15,3yo Redfish Lake Release,2017,female,3DD.0077812DA2,,,,FW,2016-02-24 00:00:00,Cell#,0626,H,190,91.4,3,3.0,A,0626,,,,,,,,,,,,,,,,,,,2017-07-13 00:00:00,481,1683,female,19,19,,,,,,,,,,,,,,,,,,,Row 708 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
OneNOAA14BCB_0627,15,3yo Redfish Lake Release,2017,female,3DD.007780E441,,,,FW,2016-02-24 00:00:00,Cell#,0627,H,187,81.1,3,3.0,A,0627,,,,,,,,,,,,,,,,365,699,16 to 19,2017-07-13 00:00:00,453,1221,female,19,19,,,,,,,,,,,,,,,,,,,Row 709 of 1353,Accessed on 2023-05-13 00:09:07,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data,"Frost, Deborah; 05/30/2019. NOAA Fisheries Northwest Fisheries Science Center. Growth data: Redfish_Lake_growth_data (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/redfish_lake_growth_data)"
