Name,Index,Latest Price,Previous Close,Low,High,Change,% Change,Datetime,3 Mo. Change,3 Mo. % Change,6 Mo. Change,6 Mo. % Change,1 Year Change,1 Year % Change
3M,Dow Jones,106.06,105.76,105.95,107.1,0.3,0.28%,01:10 PM04/17/2023 01:10:32 PM UTC-0400,-25.15,-19.42%,-9.86,-8.63%,-44.29,-29.79%
American Express,Dow Jones,162.15,163.24,160.89,162.89,-1.09,-0.67%,01:10 PM04/17/2023 01:10:41 PM UTC-0400,3.56,2.29%,17.73,12.52%,-20.39,-11.35%
Amgen,Dow Jones,248.14,250,248.06,251.5,-1.87,-0.75%,01:09 PM04/17/2023 01:09:54 PM UTC-0400,-22.23,-8.18%,-2.16,-0.86%,-4.01,-1.58%
Apple,Dow Jones,164.45,165.21,164.03,165.39,-0.76,-0.46%,01:10 PM04/17/2023 01:10:40 PM UTC-0400,25.34,18.80%,17.11,11.97%,-10.3,-6.04%
Boeing,Dow Jones,203.76,201.66,200.84,206.1,2.1,1.04%,01:10 PM04/17/2023 01:10:40 PM UTC-0400,-1.84,-0.86%,79.88,60.33%,29.32,16.03%
Caterpillar,Dow Jones,225.08,223.66,224.61,226.92,1.42,0.63%,01:10 PM04/17/2023 01:10:20 PM UTC-0400,-38.03,-14.71%,37.37,20.41%,2.21,1.01%
Chevron,Dow Jones,170.57,172.38,170.22,172.48,-1.81,-1.05%,01:10 PM04/17/2023 01:10:25 PM UTC-0400,-7.84,-4.41%,4.54,2.75%,-1.89,-1.10%
Cisco,Dow Jones,50.35,50.54,50.34,50.68,-0.19,-0.38%,01:10 PM04/17/2023 01:10:37 PM UTC-0400,1.23,2.52%,9.5,23.39%,-2.04,-3.91%
Coca-Cola,Dow Jones,63.29,63.05,63.18,63.53,0.24,0.37%,01:10 PM04/17/2023 01:10:33 PM UTC-0400,1.27,2.07%,6.82,12.20%,-2.04,-3.15%
Dow,Dow Jones,56.61,56.5,56.47,56.95,0.11,0.19%,01:10 PM04/17/2023 01:10:39 PM UTC-0400,-1.79,-3.05%,10.98,23.90%,-7.3,-11.37%
Goldman Sachs,Dow Jones,339.26,336.91,333.68,340.19,2.35,0.70%,01:10 PM04/17/2023 01:10:35 PM UTC-0400,-43,-11.52%,22.93,7.46%,7.96,2.47%
Home Depot,Dow Jones,293.29,292.19,291.55,294.24,1.1,0.37%,01:10 PM04/17/2023 01:10:31 PM UTC-0400,-40.76,-12.31%,7.65,2.71%,-20.02,-6.45%
Honeywell,Dow Jones,197.01,196.55,196.74,197.89,0.46,0.23%,01:10 PM04/17/2023 01:10:12 PM UTC-0400,-23.38,-10.79%,15.68,8.83%,-1.62,-0.83%
IBM,Dow Jones,127.08,128.13,127.07,128.72,-1.05,-0.82%,01:10 PM04/17/2023 01:10:35 PM UTC-0400,-17.28,-11.85%,6.78,5.57%,2.42,1.92%
Intel,Dow Jones,31.84,31.89,31.81,32.64,-0.05,-0.16%,01:10 PM04/17/2023 01:10:35 PM UTC-0400,1.91,6.34%,5.6,21.20%,-14.99,-31.89%
Johnson & Johnson,Dow Jones,165.12,165.83,165,166.24,-0.71,-0.43%,01:10 PM04/17/2023 01:10:39 PM UTC-0400,-9.5,-5.48%,-1.28,-0.77%,-16.81,-9.30%
JPMorgan Chase,Dow Jones,139.04,138.69,137.66,140.06,0.35,0.25%,01:10 PM04/17/2023 01:10:37 PM UTC-0400,-14.42,-10.09%,19.22,17.58%,1.24,0.97%
McDonald's,Dow Jones,288.47,288.95,288.2,290.51,-0.48,-0.17%,01:10 PM04/17/2023 01:10:41 PM UTC-0400,16.45,6.12%,38.65,15.67%,33.87,13.47%
Merck,Dow Jones,114.83,115.34,114.2,116.45,-0.51,-0.44%,01:10 PM04/17/2023 01:10:22 PM UTC-0400,1.54,1.37%,21.29,23.02%,27.65,32.10%
Microsoft,Dow Jones,286.97,286.14,286.2,291.58,0.83,0.29%,01:10 PM04/17/2023 01:10:34 PM UTC-0400,44.26,18.50%,49.25,21.03%,-4.13,-1.44%
Nike,Dow Jones,125.53,125.91,125.13,126.48,-0.38,-0.30%,01:10 PM04/17/2023 01:10:06 PM UTC-0400,-5.17,-4.01%,34.12,38.09%,-3.79,-2.97%
Procter & Gamble,Dow Jones,150.65,151,150.65,151.46,-0.35,-0.23%,01:10 PM04/17/2023 01:10:34 PM UTC-0400,0.2,0.13%,24.81,19.65%,-8.35,-5.24%
Salesforce,Dow Jones,196.74,194.66,195.03,197.52,2.09,1.07%,01:10 PM04/17/2023 01:10:38 PM UTC-0400,40.89,27.35%,44.94,30.90%,-5.46,-2.79%
Travelers,Dow Jones,169.31,168.38,167.64,170.31,0.93,0.55%,01:10 PM04/17/2023 01:10:14 PM UTC-0400,-19.96,-10.30%,8.34,5.04%,-9.9,-5.39%
UnitedHealth,Dow Jones,503.02,511.22,503.02,509.34,-8.2,-1.60%,01:10 PM04/17/2023 01:10:28 PM UTC-0400,31.82,6.50%,10.48,2.05%,-16.64,-3.09%
Verizon,Dow Jones,39.3,39.21,39.14,39.46,0.09,0.22%,01:10 PM04/17/2023 01:10:34 PM UTC-0400,-2.64,-6.30%,2.81,7.72%,-14.94,-27.59%
Visa,Dow Jones,231.37,233.97,230.94,234.02,-2.6,-1.11%,01:10 PM04/17/2023 01:10:34 PM UTC-0400,4.81,2.16%,43.23,23.42%,14.53,6.81%
Walgreens Boots Alliance,Dow Jones,35.57,35.32,35.35,35.74,0.25,0.69%,01:09 PM04/17/2023 01:09:39 PM UTC-0400,-1.09,-2.96%,2.04,6.06%,-8.91,-19.98%
Walmart,Dow Jones,148.94,148.46,148.5,149.67,0.48,0.32%,01:10 PM04/17/2023 01:10:20 PM UTC-0400,4.1,2.82%,17.1,12.93%,-7.94,-5.05%
Walt Disney,Dow Jones,99.66,99.89,99.17,100.57,-0.24,-0.24%,01:10 PM04/17/2023 01:10:38 PM UTC-0400,-1.45,-1.45%,1.33,1.38%,-34.41,-25.99%
3M,S&P 500,106.49,105.76,105.95,107.1,0.73,0.69%,01:33 PM04/17/2023 01:33:32 PM UTC-0400,-25.15,-19.42%,-9.86,-8.63%,-44.29,-29.79%
A.O. Smith,S&P 500,67.2,67.1,66.86,67.68,0.1,0.15%,01:33 PM04/17/2023 01:33:10 PM UTC-0400,3.89,6.26%,17.17,35.14%,1.3,2.01%
Abbott Laboratories,S&P 500,104.32,103.97,104.08,104.84,0.35,0.34%,01:33 PM04/17/2023 01:33:35 PM UTC-0400,-10.92,-9.62%,0.14,0.14%,-16.91,-14.15%
AbbVie,S&P 500,160.93,161.57,160.65,162.2,-0.64,-0.40%,01:33 PM04/17/2023 01:33:09 PM UTC-0400,8.76,5.70%,19.44,13.60%,3.5,2.20%
Accenture,S&P 500,280.89,279.16,278.78,281.82,1.73,0.62%,01:33 PM04/17/2023 01:33:32 PM UTC-0400,1.67,0.59%,26.59,10.34%,-41.69,-12.81%
Activision Blizzard,S&P 500,85.41,85.27,84.62,85.43,0.14,0.16%,01:32 PM04/17/2023 01:32:38 PM UTC-0400,8.29,10.81%,11.83,16.18%,5.85,7.40%
Adobe,S&P 500,375.49,379.38,374.75,380.76,-3.9,-1.03%,01:33 PM04/17/2023 01:33:22 PM UTC-0400,25.51,7.41%,75.15,25.50%,-61.78,-14.31%
Advance Auto Parts,S&P 500,126.61,123.62,123.81,126.99,2.99,2.41%,01:33 PM04/17/2023 01:33:12 PM UTC-0400,-29.61,-19.61%,-50.14,-29.23%,-99.02,-44.93%
AES,S&P 500,24.16,24.86,23.92,24.59,-0.7,-2.80%,01:33 PM04/17/2023 01:33:42 PM UTC-0400,-2.54,-9.10%,0.92,3.77%,0.85,3.47%
Aflac,S&P 500,66.07,66.2,65.31,66.21,-0.13,-0.20%,01:33 PM04/17/2023 01:33:20 PM UTC-0400,-6.87,-9.43%,6.3,10.55%,1,1.54%
Agilent Technologies,S&P 500,139.36,139.19,138.94,140.21,0.17,0.12%,01:33 PM04/17/2023 01:33:27 PM UTC-0400,-18.51,-11.80%,10.55,8.25%,10.1,7.87%
Air Products and Chemicals,S&P 500,284.68,286.19,284.44,287.9,-1.52,-0.53%,01:31 PM04/17/2023 01:31:46 PM UTC-0400,-24.21,-7.77%,49.37,20.75%,37.39,14.96%
Akamai,S&P 500,83.02,82.55,82.48,83.14,0.47,0.56%,01:33 PM04/17/2023 01:33:46 PM UTC-0400,-7.52,-8.48%,0.72,0.89%,-38.01,-31.89%
Alaska Air Group,S&P 500,42.53,41.91,41.95,42.56,0.62,1.48%,01:31 PM04/17/2023 01:31:52 PM UTC-0400,-8.31,-16.52%,0.08,0.19%,-14.26,-25.36%
Albemarle,S&P 500,205.63,203.97,204.84,208.37,1.66,0.81%,01:32 PM04/17/2023 01:32:28 PM UTC-0400,-40.47,-16.70%,-54.19,-21.17%,-10.82,-5.09%
Alexandria Real Estate Equities,S&P 500,121.36,118.47,118.68,122.33,2.89,2.44%,01:33 PM04/17/2023 01:33:25 PM UTC-0400,-34.01,-21.86%,-13.1,-9.73%,-76.68,-38.68%
Align Technology,S&P 500,345.63,342.27,341.71,345.91,3.36,0.98%,01:33 PM04/17/2023 01:33:09 PM UTC-0400,92.49,38.58%,119.94,56.49%,-84.66,-20.31%
Allegion,S&P 500,103.88,102.75,102.87,104.04,1.13,1.10%,01:33 PM04/17/2023 01:33:46 PM UTC-0400,-12.26,-10.78%,9.31,10.10%,-6.7,-6.19%
Alliant Energy,S&P 500,54.54,54.36,54.5,54.99,0.18,0.33%,01:31 PM04/17/2023 01:31:53 PM UTC-0400,-0.77,-1.39%,5.25,10.61%,-8.85,-13.92%
Allstate,S&P 500,113.46,112.19,111.44,114.17,1.27,1.13%,01:33 PM04/17/2023 01:33:45 PM UTC-0400,-22.93,-16.50%,-18.9,-14.00%,-25.8,-18.18%
Alphabet A,S&P 500,105.68,108.87,104.52,106,-3.19,-2.93%,01:33 PM04/17/2023 01:33:43 PM UTC-0400,12.52,13.59%,5.58,5.63%,-25.25,-19.44%
Alphabet C,S&P 500,106.27,109.46,105.33,106.71,-3.2,-2.92%,01:33 PM04/17/2023 01:33:46 PM UTC-0400,12.42,13.38%,5.51,5.53%,-25.07,-19.24%
Altria,S&P 500,45.33,45.03,45.12,45.46,0.3,0.66%,01:33 PM04/17/2023 01:33:43 PM UTC-0400,-0.77,-1.69%,-1.09,-2.37%,-9.96,-18.18%
Amazon,S&P 500,102.35,102.51,101.59,103.73,-0.16,-0.15%,01:33 PM04/17/2023 01:33:43 PM UTC-0400,-0.29,-0.30%,-14.7,-13.06%,-57.71,-37.10%
Amcor,S&P 500,11.05,11.1,11.03,11.16,-0.05,-0.45%,01:33 PM04/17/2023 01:33:40 PM UTC-0400,-1.1,-9.03%,-0.03,-0.23%,-0.66,-5.65%
AMD,S&P 500,89.1,91.75,88.3,90.69,-2.66,-2.89%,01:33 PM04/17/2023 01:33:46 PM UTC-0400,21.33,30.04%,33.39,56.65%,-5.41,-5.54%
Ameren,S&P 500,89.51,89.43,89.45,90.39,0.08,0.09%,01:33 PM04/17/2023 01:33:40 PM UTC-0400,-0.18,-0.20%,12.8,16.58%,-6.29,-6.53%
American Airlines,S&P 500,13.09,12.79,12.81,13.14,0.3,2.31%,01:33 PM04/17/2023 01:33:46 PM UTC-0400,-4.02,-23.62%,-0.05,-0.38%,-5.95,-31.40%
American Electric Power,S&P 500,93.01,92.5,92.9,93.6,0.51,0.55%,01:33 PM04/17/2023 01:33:44 PM UTC-0400,-0.58,-0.61%,9.48,11.18%,-7.99,-7.81%
American Express,S&P 500,162.43,163.24,160.89,162.89,-0.81,-0.50%,01:33 PM04/17/2023 01:33:45 PM UTC-0400,3.56,2.29%,17.73,12.52%,-20.39,-11.35%
American International Group,S&P 500,51.47,51.44,50.69,51.74,0.03,0.05%,01:33 PM04/17/2023 01:33:32 PM UTC-0400,-13.1,-20.33%,0.32,0.63%,-11.69,-18.56%
American Tower,S&P 500,208.47,206.89,207.08,211.93,1.58,0.76%,01:33 PM04/17/2023 01:33:23 PM UTC-0400,-21.46,-9.22%,21.42,11.28%,-45.83,-17.82%
American Water Works,S&P 500,149.96,149.75,149.62,150.87,0.21,0.14%,01:33 PM04/17/2023 01:33:03 PM UTC-0400,-8.06,-5.07%,21.87,16.96%,-16.38,-9.80%
Ameriprise Financial,S&P 500,308.75,309.38,304.49,309.94,-0.63,-0.20%,01:33 PM04/17/2023 01:33:11 PM UTC-0400,-27.98,-8.40%,30.58,11.13%,12.23,4.17%
AmerisourceBergen,S&P 500,166.51,167.12,166.01,167.39,-0.61,-0.36%,01:33 PM04/17/2023 01:33:14 PM UTC-0400,1.09,0.66%,23.31,16.41%,2.37,1.45%
Ametek,S&P 500,138.25,138.35,137.79,139.5,-0.1,-0.07%,01:33 PM04/17/2023 01:33:24 PM UTC-0400,-7.61,-5.21%,22.77,19.67%,8.99,6.94%
Amgen,S&P 500,248.59,250,248.06,251.5,-1.42,-0.57%,01:32 PM04/17/2023 01:32:46 PM UTC-0400,-22.23,-8.18%,-2.16,-0.86%,-4.01,-1.58%
Amphenol,S&P 500,78.05,78.14,77.9,78.28,-0.09,-0.12%,01:33 PM04/17/2023 01:33:24 PM UTC-0400,-2.22,-2.77%,8.87,12.80%,6.23,8.66%
Analog Devices,S&P 500,188.12,188.51,187.41,189.7,-0.39,-0.21%,01:33 PM04/17/2023 01:33:45 PM UTC-0400,18.31,10.84%,44.54,31.20%,29.17,18.45%
ANSYS,S&P 500,318.78,317.47,316.89,319.73,1.31,0.41%,01:32 PM04/17/2023 01:32:19 PM UTC-0400,62.39,24.55%,110.82,53.88%,20.69,6.99%
Aon,S&P 500,327.24,324.62,325.22,328.82,2.62,0.81%,01:31 PM04/17/2023 01:31:44 PM UTC-0400,4.39,1.38%,40.18,14.28%,-8.48,-2.57%
APA Corporation Registered Shs,S&P 500,39.93,40.78,39.85,41.11,-0.85,-2.08%,01:33 PM04/17/2023 01:33:39 PM UTC-0400,-5.7,-12.57%,-2.22,-5.30%,-3.97,-9.10%
Apple,S&P 500,164.69,165.21,164.03,165.39,-0.52,-0.31%,01:33 PM04/17/2023 01:33:46 PM UTC-0400,25.34,18.80%,17.11,11.97%,-10.3,-6.04%
Applied Materials,S&P 500,110.28,112.9,109.08,111.14,-2.62,-2.32%,01:33 PM04/17/2023 01:33:45 PM UTC-0400,3.19,2.90%,33.74,42.48%,-3.7,-3.17%
Aptiv,S&P 500,107.26,107.07,106.28,108.55,0.19,0.18%,01:33 PM04/17/2023 01:33:33 PM UTC-0400,2.65,2.61%,20.77,24.90%,-4.73,-4.34%
Archer Daniels Midland,S&P 500,82.03,81.79,81.63,82.25,0.24,0.29%,01:33 PM04/17/2023 01:33:07 PM UTC-0400,-7.32,-8.28%,-7.74,-8.71%,-14.45,-15.12%
Arista Networks,S&P 500,163.07,163.57,162.29,164.62,-0.5,-0.31%,01:33 PM04/17/2023 01:33:32 PM UTC-0400,46.46,40.41%,57.51,55.34%,30.03,22.85%
Arthur J. Gallagher,S&P 500,201.03,200.48,199.93,202.43,0.55,0.27%,01:33 PM04/17/2023 01:33:08 PM UTC-0400,1.69,0.86%,19.6,10.97%,17.24,9.52%
Elevance Health,S&P 500,481.3,484.31,479.3,483.59,-3.01,-0.62%,01:33 PM04/17/2023 01:33:09 PM UTC-0400,9.79,2.03%,18.95,4.00%,-19.75,-3.85%
Assurant,S&P 500,116.93,116.07,115.5,117.42,0.86,0.74%,01:17 PM04/17/2023 01:17:25 PM UTC-0400,-11.61,-9.01%,-34.63,-22.81%,-70.57,-37.59%
AT&T,S&P 500,19.71,19.93,19.68,19.93,-0.22,-1.08%,01:19 PM04/17/2023 01:19:07 PM UTC-0400,0.24,1.23%,4.68,30.97%,0.38,1.93%
Atmos Energy,S&P 500,113.65,113.08,113.28,114.13,0.57,0.50%,01:17 PM04/17/2023 01:17:13 PM UTC-0400,1.17,1.02%,14.46,14.26%,-3.98,-3.32%
Autodesk,S&P 500,197.38,194.66,195.35,200.01,2.72,1.40%,01:18 PM04/17/2023 01:18:33 PM UTC-0400,-7.43,-3.70%,-0.69,-0.36%,-8.58,-4.25%
Automatic Data Processing,S&P 500,216.12,215.7,215.83,217.08,0.42,0.19%,01:18 PM04/17/2023 01:18:50 PM UTC-0400,-29.75,-12.13%,-14.29,-6.22%,-18.13,-7.76%
AutoZone,S&P 500,"2,663.05","2,635.11","2,642.52","2,666.58",27.94,1.06%,01:08 PM04/17/2023 01:08:06 PM UTC-0400,229.49,9.68%,315.56,13.82%,426.36,19.62%
AvalonBay Communities,S&P 500,171.11,169.9,169.85,171.99,1.21,0.71%,01:17 PM04/17/2023 01:17:31 PM UTC-0400,2.25,1.34%,-5.83,-3.31%,-77.53,-31.31%
Avery Dennison,S&P 500,177.77,177.95,176.69,178.38,-0.18,-0.10%,01:17 PM04/17/2023 01:17:54 PM UTC-0400,-18.24,-9.34%,10.66,6.41%,4.5,2.61%
Baker Hughes,S&P 500,28.97,29.15,28.79,29.3,-0.18,-0.62%,01:18 PM04/17/2023 01:18:54 PM UTC-0400,-2.38,-7.52%,5.37,22.49%,-7.97,-21.41%
Ball,S&P 500,50.51,50.03,49.7,50.7,0.48,0.96%,01:18 PM04/17/2023 01:18:40 PM UTC-0400,-6.39,-11.19%,1.82,3.72%,-37.22,-42.31%
Bank of America,S&P 500,30.18,29.53,29.4,30.2,0.66,2.22%,01:19 PM04/17/2023 01:19:11 PM UTC-0400,-6.72,-19.09%,-3.19,-10.07%,-10.36,-26.67%
Bank of New York Mellon,S&P 500,43.83,46.36,42.44,44.05,-2.54,-5.47%,01:19 PM04/17/2023 01:19:01 PM UTC-0400,-3.22,-6.56%,6.62,16.88%,-2.51,-5.19%
Bath & Body Works,S&P 500,35.59,36.18,35.38,36.55,-0.6,-1.64%,01:19 PM04/17/2023 01:19:09 PM UTC-0400,-10.28,-22.04%,2.07,6.03%,-14.77,-28.88%
Baxter International,S&P 500,43.02,43.05,42.88,43.3,-0.04,-0.08%,01:19 PM04/17/2023 01:19:09 PM UTC-0400,-2.16,-4.82%,-13.38,-23.87%,-35.76,-45.59%
"Becton, Dickinson",S&P 500,255.74,255.55,255.18,256.67,0.19,0.07%,01:18 PM04/17/2023 01:18:57 PM UTC-0400,-1.96,-0.77%,27.26,12.03%,-17.13,-6.32%
Berkshire Hathaway,S&P 500,321.09,319.69,319.07,321.59,1.4,0.44%,01:18 PM04/17/2023 01:18:57 PM UTC-0400,-2.99,-0.94%,38.77,14.06%,-31.57,-9.12%
Best Buy,S&P 500,73.11,73.39,73,73.74,-0.28,-0.38%,01:18 PM04/17/2023 01:18:56 PM UTC-0400,-12.65,-14.75%,8.64,13.40%,-22.14,-23.24%
Biogen,S&P 500,291.57,288.13,290.05,294.17,3.44,1.19%,01:19 PM04/17/2023 01:19:09 PM UTC-0400,-2.25,-0.78%,15.85,5.87%,71.81,33.56%
Bio-Rad Laboratories,S&P 500,481.86,479.23,476.09,483.92,2.63,0.55%,01:18 PM04/17/2023 01:18:48 PM UTC-0400,21.82,4.80%,81.65,20.66%,-88.22,-15.61%
Bio-Techne,S&P 500,84.66,85.24,84.33,85.83,-0.58,-0.68%,01:18 PM04/17/2023 01:18:56 PM UTC-0400,0.37,0.46%,8.98,12.43%,-23.63,-22.54%
BlackRock,S&P 500,698.04,690.59,688.7,698.99,7.45,1.08%,01:18 PM04/17/2023 01:18:14 PM UTC-0400,-88.24,-11.70%,99.72,17.62%,-48.99,-6.85%
Boeing,S&P 500,204.13,201.66,200.84,206.1,2.47,1.22%,01:19 PM04/17/2023 01:19:09 PM UTC-0400,-1.84,-0.86%,79.88,60.33%,29.32,16.03%
Booking Holdings,S&P 500,"2,661.91","2,649.86","2,631.97","2,664.22",12.05,0.45%,01:19 PM04/17/2023 01:19:09 PM UTC-0400,245.91,10.69%,855.12,50.54%,287.14,12.70%
BorgWarner,S&P 500,48.13,48.74,47.77,48.73,-0.62,-1.26%,01:19 PM04/17/2023 01:19:09 PM UTC-0400,3.61,8.11%,14.63,43.69%,11.25,30.53%
Boston Properties,S&P 500,52.28,50.96,50.92,52.7,1.32,2.59%,01:17 PM04/17/2023 01:17:51 PM UTC-0400,-19.6,-27.54%,-21.88,-29.79%,-73.29,-58.70%
Boston Scientific,S&P 500,51.64,51.77,51.55,52.21,-0.14,-0.26%,01:18 PM04/17/2023 01:18:55 PM UTC-0400,4.57,9.81%,10.76,26.67%,6.67,15.01%
Bristol-Myers Squibb,S&P 500,70.53,70.45,70.22,70.77,0.08,0.11%,01:18 PM04/17/2023 01:18:48 PM UTC-0400,-2.3,-3.17%,-0.56,-0.79%,-6.66,-8.66%
Broadcom,S&P 500,624.68,619.54,617.87,625.14,5.14,0.83%,01:18 PM04/17/2023 01:18:46 PM UTC-0400,37.7,6.51%,178.73,40.81%,24.16,4.08%
Broadridge Financial Solutions,S&P 500,145.31,145.24,144.73,146.61,0.08,0.05%,01:18 PM04/17/2023 01:18:42 PM UTC-0400,1.29,0.89%,2.82,1.98%,-10.03,-6.45%
Brown-Forman b,S&P 500,63.25,62.78,62.6,63.29,0.47,0.75%,01:18 PM04/17/2023 01:18:46 PM UTC-0400,-4.52,-6.74%,-2.89,-4.41%,-6.42,-9.31%
Bunge,S&P 500,94.53,94.39,93.72,95.16,0.14,0.15%,01:17 PM04/17/2023 01:17:55 PM UTC-0400,-5.9,-5.87%,4.19,4.64%,-26.43,-21.85%
C.H. Robinson Worldwide,S&P 500,95.27,95.57,94.68,96.14,-0.3,-0.31%,01:18 PM04/17/2023 01:18:52 PM UTC-0400,1.1,1.17%,-0.57,-0.60%,-6.93,-6.82%
Cadence Design Systems,S&P 500,212.51,214.55,211.91,215.48,-2.04,-0.95%,01:16 PM04/17/2023 01:16:07 PM UTC-0400,42.92,25.36%,61.63,40.94%,56.39,36.20%
Caesars Entertainment,S&P 500,44.07,43.53,43.52,44.36,0.54,1.23%,01:19 PM04/17/2023 01:19:08 PM UTC-0400,-4.25,-8.79%,7.77,21.38%,-25.89,-36.98%
Campbell Soup,S&P 500,55.03,54.78,54.84,55.27,0.25,0.45%,01:18 PM04/17/2023 01:18:37 PM UTC-0400,0.42,0.76%,4.76,9.41%,9.57,20.90%
Capital One Financial,S&P 500,97.03,96.55,94,97.54,0.48,0.50%,01:19 PM04/17/2023 01:19:04 PM UTC-0400,-7.17,-6.97%,-2.1,-2.15%,-36.93,-27.85%
Cardinal Health,S&P 500,79.36,80.66,79.17,80.76,-1.3,-1.61%,01:18 PM04/17/2023 01:18:45 PM UTC-0400,2.29,2.98%,10.3,14.96%,16.14,25.61%
CarMax,S&P 500,68.98,69.46,68.48,69.75,-0.48,-0.69%,01:18 PM04/17/2023 01:18:56 PM UTC-0400,3.57,5.48%,6.19,9.92%,-24.46,-26.29%
Carnival,S&P 500,9.73,9.6,9.51,9.75,0.13,1.35%,01:19 PM04/17/2023 01:19:12 PM UTC-0400,-0.89,-8.46%,2.54,35.83%,-9.87,-50.62%
Carrier Global Corporation Registered Shs When Issued,S&P 500,44.54,44.31,44.35,44.77,0.23,0.52%,01:18 PM04/17/2023 01:18:49 PM UTC-0400,-2.01,-4.38%,9.02,25.86%,1.76,4.18%
Catalent,S&P 500,49.25,46.33,45.39,49.84,2.93,6.31%,01:19 PM04/17/2023 01:19:02 PM UTC-0400,15.19,30.96%,-9.86,-13.30%,-36.66,-36.33%
Caterpillar,S&P 500,225.44,223.66,224.61,226.92,1.78,0.80%,01:18 PM04/17/2023 01:18:53 PM UTC-0400,-38.03,-14.71%,37.37,20.41%,2.21,1.01%
CBRE Grou a,S&P 500,71.58,70.81,70.72,71.69,0.77,1.09%,01:18 PM04/17/2023 01:18:19 PM UTC-0400,-16.27,-18.89%,0.48,0.69%,-16.55,-19.15%
CDW,S&P 500,187.67,186.96,186.82,188.39,0.71,0.38%,01:18 PM04/17/2023 01:18:49 PM UTC-0400,-6.76,-3.47%,30.2,19.13%,17.12,10.01%
Celanese,S&P 500,109.07,110.69,108.44,110.98,-1.62,-1.46%,01:18 PM04/17/2023 01:18:55 PM UTC-0400,-11.64,-9.60%,16.35,17.53%,-37.6,-25.54%
Centene,S&P 500,68.1,68.06,67.73,68.51,0.05,0.07%,01:19 PM04/17/2023 01:19:04 PM UTC-0400,-9.88,-12.82%,-8.13,-10.80%,-19.08,-22.12%
CenterPoint Energy,S&P 500,30.45,30.4,30.42,30.67,0.05,0.16%,01:18 PM04/17/2023 01:18:36 PM UTC-0400,-0.65,-2.08%,4.61,17.67%,-1.67,-5.17%
Cabot Oil & Gas,S&P 500,25.68,25.77,25.56,26,-0.09,-0.35%,01:23 PM04/17/2023 01:23:21 PM UTC-0400,0.68,2.69%,-4.7,-15.43%,-3.36,-11.53%
CF Industries Holdings,S&P 500,77.65,77.07,76.99,78.33,0.58,0.75%,01:23 PM04/17/2023 01:23:16 PM UTC-0400,-9.83,-11.31%,-29.95,-27.98%,-31.83,-29.22%
Charles River Laboratories International,S&P 500,206.47,203.65,203.89,207.39,2.82,1.38%,01:22 PM04/17/2023 01:22:25 PM UTC-0400,-31.07,-13.36%,1.76,0.88%,-88.42,-30.50%
Charles Schwab,S&P 500,51.95,50.76,49.18,52.65,1.19,2.34%,01:23 PM04/17/2023 01:23:27 PM UTC-0400,-31.06,-37.43%,-22.11,-29.86%,-31.94,-38.08%
Charte a,S&P 500,341.6,341.5,340.93,345,0.1,0.03%,01:22 PM04/17/2023 01:22:33 PM UTC-0400,-45.19,-11.63%,17.34,5.32%,-219.12,-38.96%
Chevron,S&P 500,170.95,172.38,170.22,172.48,-1.43,-0.83%,01:23 PM04/17/2023 01:23:23 PM UTC-0400,-7.84,-4.41%,4.54,2.75%,-1.89,-1.10%
Chipotle Mexican Grill,S&P 500,"1,746.14","1,738.10","1,738.66","1,754.79",8.04,0.46%,01:21 PM04/17/2023 01:21:36 PM UTC-0400,169.45,11.11%,134.75,8.64%,104.66,6.58%
Chubb,S&P 500,195.91,195.72,194.79,196.88,0.19,0.10%,01:22 PM04/17/2023 01:22:12 PM UTC-0400,-27.93,-12.29%,5.54,2.86%,-13.56,-6.37%
Church & Dwight,S&P 500,89.77,88.53,88.49,90.01,1.24,1.40%,01:23 PM04/17/2023 01:23:13 PM UTC-0400,7.85,9.58%,16.65,22.78%,-13.09,-12.73%
Cincinnati Financial,S&P 500,105.58,106.74,105.2,107.14,-1.16,-1.09%,01:22 PM04/17/2023 01:22:10 PM UTC-0400,1.68,1.54%,9.03,8.91%,-27.41,-19.89%
Cintas,S&P 500,458.36,458.61,457.67,462.52,-0.25,-0.05%,01:22 PM04/17/2023 01:22:11 PM UTC-0400,5.02,1.12%,61.12,15.56%,34.56,8.24%
Cisco,S&P 500,50.36,50.54,50.34,50.68,-0.18,-0.36%,01:23 PM04/17/2023 01:23:26 PM UTC-0400,1.23,2.52%,9.5,23.39%,-2.04,-3.91%
Citigroup,S&P 500,49.47,49.57,49.09,49.81,-0.11,-0.21%,01:23 PM04/17/2023 01:23:26 PM UTC-0400,-2.98,-5.97%,3.95,9.19%,-3.21,-6.40%
Citizens Financial Group,S&P 500,29.7,29.09,28.61,29.79,0.61,2.08%,01:23 PM04/17/2023 01:23:25 PM UTC-0400,-12.34,-29.58%,-6.76,-18.70%,-11.86,-28.77%
Clorox,S&P 500,158.31,158.24,158.04,159.11,0.07,0.04%,01:23 PM04/17/2023 01:23:13 PM UTC-0400,11.12,7.61%,26.41,20.18%,11.78,8.10%
CME Grou a,S&P 500,190.94,190.48,189.07,191.66,0.46,0.24%,01:22 PM04/17/2023 01:22:14 PM UTC-0400,16.12,9.18%,17.3,9.92%,-47.62,-19.89%
CMS Energy,S&P 500,60.95,60.79,60.86,61.39,0.16,0.26%,01:22 PM04/17/2023 01:22:30 PM UTC-0400,-2.47,-3.86%,6.94,12.73%,-10.46,-14.55%
