SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content,Approved Amount EIDL
13365,13366,4085,NY-00130,SOUTHAMPTON,11968,SUFFOLK,NY,"546,435.00","430,120.00","116,315.00","556,300.00","332,800.00","91,300.00","132,200.00"
13365,13366,4085,NY-00130,SOUTHOLD,11971,SUFFOLK,NY,"2,971,206.00","2,081,695.00","889,511.00","847,300.00","707,400.00","139,900.00",0.00
13365,13366,4085,NY-00130,SPRING FIELD,11422,QUEENS,NY,"68,800.00","48,725.00","20,075.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,SPRING VALLEY,10977,ROCKLAND,NY,"241,262.00","215,972.00","25,290.00","13,900.00","4,500.00",0.00,"9,400.00"
13365,13366,4085,NY-00130,SPRINGFIELD GARDENS,11413,QUEENS,NY,"2,425.00",725.00,"1,700.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,SPRINGFIELD-GARDENS,11413,QUEENS,NY,"52,942.00","51,342.00","1,600.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,STAEN ISLAND,10306,RICHMOND,NY,"74,534.00","72,034.00","2,500.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,STATE ISLAND,10303,RICHMOND,NY,"2,442,338.00","60,423.00","2,381,915.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,STATEN ISALND,10309,RICHMOND,NY,"44,810.00","43,160.00","1,650.00","47,500.00","43,200.00","1,700.00","2,600.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10303,NEW YORK,NY,"15,563.00","4,888.00","10,675.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,STATEN ISLAND,10310,NEW YORK,NY,"60,511.00","48,656.00","11,855.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,STATEN ISLAND,10103,RICHMOND,NY,"27,850.00",0.00,"27,850.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,STATEN ISLAND,10301,RICHMOND,NY,"925,016.00","797,851.00","127,165.00","157,200.00","112,900.00","29,300.00","15,000.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10302,RICHMOND,NY,"1,964,015.00","1,039,215.00","924,800.00","242,400.00","48,600.00","74,900.00","118,900.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10303,RICHMOND,NY,"6,015,311.00","2,216,880.00","3,798,431.00","2,093,400.00","418,200.00","1,657,000.00","18,200.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10304,RICHMOND,NY,"2,892,274.00","2,033,879.00","858,395.00","986,200.00","735,000.00","140,400.00","110,800.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10305,RICHMOND,NY,"13,474,000.00","9,239,496.00","4,234,504.00","5,245,000.00","3,429,500.00","1,399,600.00","415,900.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10306,RICHMOND,NY,"27,937,623.00","20,928,493.00","7,009,130.00","7,452,700.00","4,772,100.00","1,850,800.00","829,800.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10307,RICHMOND,NY,"5,035,599.00","1,655,746.00","3,379,853.00","451,400.00","74,900.00","290,300.00","86,200.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10308,RICHMOND,NY,"8,816,354.00","7,249,271.00","1,567,083.00","3,049,900.00","2,205,900.00","808,000.00","36,000.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10309,RICHMOND,NY,"4,445,038.00","2,402,982.00","2,042,056.00","1,930,800.00","933,700.00","693,000.00","304,100.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10310,RICHMOND,NY,"1,209,440.00","471,792.00","737,648.00","468,500.00","90,600.00","97,500.00","280,400.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10312,RICHMOND,NY,"2,838,893.00","2,491,724.00","347,169.00","521,600.00","431,200.00","52,100.00","38,300.00"
13365,13366,4085,NY-00130,STATEN ISLAND,10314,RICHMOND,NY,"1,794,180.00","958,739.00","835,441.00","180,400.00","105,000.00","2,200.00","73,200.00"
13365,13366,4085,NY-00130,STEWART MANOR,11530,NASSAU,NY,"55,117.00","18,670.00","36,447.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,STONY BROOK,11790,SUFFOLK,NY,"118,409.00","114,359.00","4,050.00","169,000.00","108,600.00","1,200.00","59,200.00"
13365,13366,4085,NY-00130,STONY POINT,10980,ROCKLAND,NY,"1,051,232.00","676,647.00","374,585.00","92,800.00","88,600.00","2,800.00","1,400.00"
13365,13366,4085,NY-00130,SUFFERN,10901,ROCKLAND,NY,"15,891.00","15,891.00",0.00,0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,SYOSSET,11791,NASSAU,NY,"49,314.00","29,314.00","20,000.00","43,600.00",0.00,0.00,"43,600.00"
13365,13366,4085,NY-00130,TANNERSVILLE,12485,GREENE,NY,0.00,0.00,0.00,"45,200.00",0.00,0.00,"45,200.00"
13365,13366,4085,NY-00130,TARRYTOWN,10591,WESTCHESTER,NY,"257,785.00","216,551.00","41,234.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,UNIONDALE,11553,NASSAU,NY,"3,087.00",87.00,"3,000.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,VALLEY COTTAGE,10989,ROCKLAND,NY,"37,795.00","37,795.00",0.00,0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,VALLEY STREAM,11580,NASSAU,NY,"10,412.00","2,436.00","7,976.00","99,400.00",0.00,0.00,"99,400.00"
13365,13366,4085,NY-00130,VALLEY STREAM,11581,NASSAU,NY,"2,478,280.00","590,077.00","1,888,203.00","587,800.00","53,800.00","360,100.00","173,900.00"
13365,13366,4085,NY-00130,"VALLEY STREAM,",11518,NASSAU,NY,"25,600.00",0.00,"25,600.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,VERPLANCK,10596,WESTCHESTER,NY,"36,238.00","16,603.00","19,635.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,W. NYACK,10994,ROCKLAND,NY,"21,519.00","21,519.00",0.00,0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,WADING RIVER,11792,SUFFOLK,NY,"307,420.00","307,420.00",0.00,"117,600.00",0.00,0.00,"117,600.00"
13365,13366,4085,NY-00130,WAINSCOTT,11975,SUFFOLK,NY,"16,500.00",0.00,"16,500.00","66,000.00",0.00,"16,500.00","49,500.00"
13365,13366,4085,NY-00130,WANTAGH,11793,NASSAU,NY,"1,364,612.00","419,496.00","945,116.00","41,500.00","9,000.00","21,500.00","11,000.00"
13365,13366,4085,NY-00130,WATER MILL,11976,SUFFOLK,NY,"11,199.00",0.00,"11,199.00","11,200.00",0.00,"11,200.00",0.00
13365,13366,4085,NY-00130,WEST BABYLON,11704,SUFFOLK,NY,"225,146.00","95,858.00","129,288.00","460,000.00","5,200.00","110,000.00","344,800.00"
13365,13366,4085,NY-00130,WEST HAVERSTRAW,10993,ROCKLAND,NY,"25,513.00","24,713.00",800.00,"19,000.00","14,000.00",0.00,"5,000.00"
13365,13366,4085,NY-00130,WEST HEMPSTEAD,11552,NASSAU,NY,"95,980.00","1,305.00","94,675.00","238,900.00","1,400.00","92,000.00","145,500.00"
13365,13366,4085,NY-00130,WEST ISLIP,11795,SUFFOLK,NY,"1,392,068.00","1,110,688.00","281,380.00","62,100.00","23,900.00","23,300.00","14,900.00"
13365,13366,4085,NY-00130,WEST NYACK,10994,ROCKLAND,NY,"287,835.00","38,280.00","249,555.00","651,100.00","38,300.00","242,800.00","370,000.00"
13365,13366,4085,NY-00130,WEST SAYVILLE,11796,SUFFOLK,NY,"1,012,445.00","852,317.00","160,128.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,WESTBURY,11590,NASSAU,NY,"134,906.00","53,000.00","81,906.00","198,400.00","51,600.00","80,900.00","65,900.00"
13365,13366,4085,NY-00130,WESTHAMPTON,11978,SUFFOLK,NY,"35,279.00","35,279.00",0.00,0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,WESTHAMPTON BEACH,11978,SUFFOLK,NY,"525,542.00","457,146.00","68,396.00","155,900.00","96,600.00","59,300.00",0.00
13365,13366,4085,NY-00130,WHEATLEY HEIGHTS,11798,SUFFOLK,NY,"33,115.00","31,015.00","2,100.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,WHITE PLAINS,10601,WESTCHESTER,NY,0.00,0.00,0.00,"257,800.00",0.00,0.00,"257,800.00"
13365,13366,4085,NY-00130,WHITE PLAINS,10605,WESTCHESTER,NY,"22,215.00",0.00,"22,215.00","72,300.00",0.00,"22,300.00","50,000.00"
13365,13366,4085,NY-00130,WHITE PLAINS,10606,WESTCHESTER,NY,"53,335.00","13,652.00","39,683.00","14,000.00",0.00,"14,000.00",0.00
13365,13366,4085,NY-00130,WHITE PLAINS,10607,WESTCHESTER,NY,"16,716.00",0.00,"16,716.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,WHITESTONE,11357,QUEENS,NY,"59,936.00","44,020.00","15,916.00","46,800.00","9,600.00",0.00,"37,200.00"
13365,13366,4085,NY-00130,WOODBOURNE,12788,SULLIVAN,NY,"725,896.00","707,296.00","18,600.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,WOODBURY,11797,NASSAU,NY,"63,669.00","53,169.00","10,500.00","10,500.00",0.00,"10,500.00",0.00
13365,13366,4085,NY-00130,WOODHAVEN,11421,QUEENS,NY,"27,900.00","27,900.00",0.00,"15,900.00",0.00,0.00,"15,900.00"
13365,13366,4085,NY-00130,WOODMERE,11598,NASSAU,NY,"472,152.00","180,082.00","292,070.00","27,000.00","10,400.00","16,600.00",0.00
13365,13366,4085,NY-00130,WOODSIDE,11377,QUEENS,NY,"58,262.00","13,062.00","45,200.00","13,100.00","13,100.00",0.00,0.00
13365,13366,4085,NY-00130,WOODSTOCK,12498,ULSTER,NY,"56,800.00",0.00,"56,800.00",0.00,0.00,0.00,0.00
13365,13366,4085,NY-00130,WYANDANCH,11798,SUFFOLK,NY,"129,183.00","86,189.00","42,994.00","57,300.00","56,500.00",800.00,0.00
13365,13366,4085,NY-00130,YAPHANK,11980,SUFFOLK,NY,"49,982.00","49,982.00",0.00,"41,400.00","38,700.00",0.00,0.00
13365,13366,4085,NY-00130,YONKERS,10701,WESTCHESTER,NY,"145,903.00","140,453.00","5,450.00","26,100.00","20,900.00","2,300.00","2,900.00"
13365,13366,4085,NY-00130,YONKERS,10704,WESTCHESTER,NY,"44,170.00","16,675.00","27,495.00","20,100.00","7,100.00","3,500.00","9,500.00"
13365,13366,4085,NY-00130,YONKERS,10705,WESTCHESTER,NY,"5,200.00",0.00,"5,200.00","12,400.00",0.00,0.00,"12,400.00"
13367,13368,4086,NJ-00033,ABERDEEN,07747,MONMOUTH,NJ,"4,849.00",0.00,"4,849.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ABSECON,08201,ATLANTIC,NJ,"621,729.00","422,803.00","198,926.00","16,700.00",0.00,"16,700.00",0.00
13367,13368,4086,NJ-00033,AC,08401,ATLANTIC,NJ,"36,701.00","14,881.00","21,820.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ALLENTOWN,08501,MONMOUTH,NJ,"4,925.00",0.00,"4,925.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ALPHA,08865,WARREN,NJ,"280,085.00","280,085.00",0.00,"133,500.00","133,500.00",0.00,0.00
13367,13368,4086,NJ-00033,ARVERNE,11692,QUEENS,NY,"50,184.00","48,584.00","1,600.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ASBURY PARK,07712,MONMOUTH,NJ,"2,520,493.00","1,231,986.00","1,288,507.00","1,682,100.00","631,300.00","1,050,800.00",0.00
13367,13368,4086,NJ-00033,ASBURY PARK,07715,MONMOUTH,NJ,"342,313.00","342,313.00",0.00,"300,000.00","300,000.00",0.00,0.00
13367,13368,4086,NJ-00033,ASBURY PARK,07719,MONMOUTH,NJ,"2,839.00",0.00,"2,839.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ASBURY PARK,07728,MONMOUTH,NJ,"27,420.00","21,620.00","5,800.00","14,000.00","14,000.00",0.00,0.00
13367,13368,4086,NJ-00033,ASBURY PARK,07762,MONMOUTH,NJ,"25,390.00",0.00,"25,390.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ASBURY PARK,08739,MONMOUTH,NJ,"239,444.00","104,392.00","135,052.00","529,500.00","104,400.00","125,100.00","300,000.00"
13367,13368,4086,NJ-00033,ATLANTIC,08401,ATLANTIC,NJ,"26,170.00",0.00,"26,170.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ATLANTIC CITY,08002,ATLANTIC,NJ,"109,080.00","106,130.00","2,950.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ATLANTIC CITY,08221,ATLANTIC,NJ,0.00,0.00,0.00,"34,600.00",0.00,0.00,"34,600.00"
13367,13368,4086,NJ-00033,ATLANTIC CITY,08225,ATLANTIC,NJ,"68,526.00","60,726.00","7,800.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ATLANTIC CITY,08232,ATLANTIC,NJ,"12,598.00",0.00,"12,598.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ATLANTIC CITY,08234,ATLANTIC,NJ,"86,679.00","82,991.00","3,688.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ATLANTIC CITY,08401,ATLANTIC,NJ,"16,754,698.00","13,181,891.00","3,572,807.00","4,808,700.00","2,953,200.00","796,700.00","1,058,800.00"
13367,13368,4086,NJ-00033,ATLANTIC CITY,08402,ATLANTIC,NJ,"438,341.00","381,076.00","57,265.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ATLANTIC CITY,08404,ATLANTIC,NJ,"130,010.00","128,410.00","1,600.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,ATLANTIC HIGHLANDS,07716,MONMOUTH,NJ,"1,431,541.00","464,139.00","967,402.00","501,500.00","92,300.00","291,600.00","117,600.00"
13367,13368,4086,NJ-00033,ATLANTIC HIGHLANDS,07716,OCEAN,NJ,"51,616.00","28,398.00","23,218.00","14,000.00",0.00,"14,000.00",0.00
13367,13368,4086,NJ-00033,AVALON,08202,CAPE MAY,NJ,"2,950,757.00","1,766,263.00","1,184,494.00","205,800.00","72,900.00","132,900.00",0.00
13367,13368,4086,NJ-00033,AVENEL,07001,MIDDLESEX,NJ,"6,540,089.00","908,346.00","5,631,743.00","245,200.00","1,400.00","185,600.00","58,200.00"
13367,13368,4086,NJ-00033,AVON,07717,MONMOUTH,NJ,"71,578.00","53,953.00","17,625.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,AVON BY SEA,07717,MONMOUTH,NJ,"20,767.00","20,767.00",0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,AVON BY THE SEA,07717,MONMOUTH,NJ,"417,482.00","409,357.00","8,125.00","286,300.00","286,300.00",0.00,0.00
13367,13368,4086,NJ-00033,AVON BY THE SEA,08736,MONMOUTH,NJ,"39,938.00","16,938.00","23,000.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BARNEGAT,08005,OCEAN,NJ,"1,769,061.00","1,729,901.00","39,160.00","1,508,700.00","1,488,200.00","14,200.00","6,300.00"
13367,13368,4086,NJ-00033,BARNEGAT LIGHT,08006,OCEAN,NJ,"179,645.00","128,840.00","50,805.00","29,100.00","21,500.00",0.00,"7,600.00"
13367,13368,4086,NJ-00033,BASKING RIDGE,07920,SOMERSET,NJ,"22,605.00",0.00,"22,605.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BAY HEAD,08742,OCEAN,NJ,"4,511,007.00","2,994,301.00","1,516,706.00","2,126,000.00","1,072,500.00","690,000.00","363,500.00"
13367,13368,4086,NJ-00033,BAYONNE,07002,HUDSON,NJ,"4,806,607.00","2,934,867.00","1,871,740.00","797,500.00","447,200.00","242,600.00","107,700.00"
13367,13368,4086,NJ-00033,BAYONNE,08540,HUDSON,NJ,"4,010.00","4,010.00",0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BAYVIILE,08721,OCEAN,NJ,"831,529.00","456,448.00","375,081.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BAYVILLE,08721,OCEAN,NJ,"4,560,959.00","3,957,416.00","603,543.00","1,352,400.00","1,264,500.00","11,100.00","76,800.00"
13367,13368,4086,NJ-00033,BEAC HAVEN GARDENS,08008,OCEAN,NJ,"29,283.00","8,802.00","20,481.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BEACH HAVEN,08002,OCEAN,NJ,778.00,778.00,0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BEACH HAVEN,08008,OCEAN,NJ,"11,846,676.00","8,670,575.00","3,176,101.00","4,012,700.00","2,207,700.00","1,074,700.00","730,300.00"
13367,13368,4086,NJ-00033,BEACH HAVEN,08087,OCEAN,NJ,"20,397.00","3,437.00","16,960.00","13,400.00",0.00,"13,400.00",0.00
13367,13368,4086,NJ-00033,BEACH HAVEN CREST,08008,OCEAN,NJ,"148,234.00","112,999.00","35,235.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BEACH HAVEN GARDEN,08008,OCEAN,NJ,"68,899.00","51,299.00","17,600.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BEACH HAVEN GARDENS,08008,OCEAN,NJ,"1,151,735.00","727,149.00","424,586.00","273,800.00","187,100.00","86,700.00",0.00
13367,13368,4086,NJ-00033,BEACH HAVEN PARK,08008,OCEAN,NJ,"65,395.00","50,930.00","14,465.00","45,400.00","36,000.00","9,400.00",0.00
13367,13368,4086,NJ-00033,BEACH HAVEN TERRACE,08008,OCEAN,NJ,"419,596.00","373,113.00","46,483.00","54,800.00","39,800.00","15,000.00",0.00
13367,13368,4086,NJ-00033,BEACH HAVEN WEST,08050,OCEAN,NJ,"85,567.00","79,710.00","5,857.00","28,800.00","28,800.00",0.00,0.00
13367,13368,4086,NJ-00033,BEACHWOOD,08722,OCEAN,NJ,"8,739.00","8,739.00",0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BEACHWOOD AVE,08722,OCEAN,NJ,"36,644.00","35,544.00","1,100.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BELFORD,07718,MONMOUTH,NJ,"800,694.00","569,493.00","231,201.00","91,200.00","12,000.00","31,500.00","47,700.00"
13367,13368,4086,NJ-00033,BELLEVILLE,07109,ESSEX,NJ,"581,125.00","69,874.00","511,251.00","112,900.00","9,500.00","1,100.00","102,300.00"
13367,13368,4086,NJ-00033,BELLEVILLE,07109,HUDSON,NJ,"44,500.00",0.00,"44,500.00","39,400.00","10,500.00",0.00,"28,900.00"
13367,13368,4086,NJ-00033,BELLEVILLE,07109,PASSAIC,NJ,"15,000.00",0.00,"15,000.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BELMAR,07719,MONMOUTH,NJ,"10,812,003.00","9,185,026.00","1,626,977.00","2,208,900.00","1,252,000.00","629,900.00","327,000.00"
13367,13368,4086,NJ-00033,BELMAR,07719,OCEAN,NJ,"15,844.00","8,544.00","7,300.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BELMAR BORO,07719,MONMOUTH,NJ,0.00,0.00,0.00,"39,700.00",0.00,0.00,"39,700.00"
13367,13368,4086,NJ-00033,BELVIDERE,07823,WARREN,NJ,"53,814.00","53,814.00",0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BERGENFIELD,07621,BERGEN,NJ,"43,852.00",0.00,"43,852.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BERKELEY HEIGHTS,07922,UNION,NJ,"18,420.00","18,420.00",0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BERKELEY MEADOWS,07922,UNION,NJ,"79,154.00","79,154.00",0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BERNARDSVILLE,07924,SOMERSET,NJ,"177,844.00","177,844.00",0.00,"26,000.00",0.00,0.00,"26,000.00"
13367,13368,4086,NJ-00033,BIRGATINE,08203,ATLANTIC,NJ,"111,409.00","107,409.00","4,000.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BLOOMFIELD,07003,ESSEX,NJ,"158,884.00","144,643.00","14,241.00","113,300.00",0.00,"9,800.00","103,500.00"
13367,13368,4086,NJ-00033,BOONTON,07005,MORRIS,NJ,"26,180.00",0.00,"26,180.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BORDENTOWN,08505,BURLINGTON,NJ,0.00,0.00,0.00,"37,500.00",0.00,0.00,"37,500.00"
13367,13368,4086,NJ-00033,BOUND BROOK,08805,SOMERSET,NJ,"49,157.00","49,157.00",0.00,"106,100.00","28,800.00",0.00,"77,300.00"
13367,13368,4086,NJ-00033,BRADLEY BEACH,07720,MONMOUTH,NJ,"743,600.00","611,049.00","132,551.00","778,700.00","561,700.00","119,200.00","97,800.00"
13367,13368,4086,NJ-00033,BRANCHBURG,08853,SOMERSET,NJ,"40,000.00","40,000.00",0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRANCHBURG,08876,SOMERSET,NJ,"499,411.00","3,724.00","495,687.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRANT BEACH,08008,OCEAN,NJ,"1,650,873.00","1,265,241.00","385,632.00","437,200.00","338,600.00","98,600.00",0.00
13367,13368,4086,NJ-00033,BRICK,08723,OCEAN,NJ,"7,004,768.00","5,397,090.00","1,607,678.00","4,178,000.00","2,775,000.00","920,800.00","482,200.00"
13367,13368,4086,NJ-00033,BRICK,08724,OCEAN,NJ,"3,215,155.00","2,019,433.00","1,195,722.00","2,425,400.00","1,525,200.00","649,300.00","250,900.00"
13367,13368,4086,NJ-00033,BRICK,08738,OCEAN,NJ,"94,035.00","82,235.00","11,800.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRICK,08753,OCEAN,NJ,"719,877.00","650,607.00","69,270.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRICK TOWN,08723,OCEAN,NJ,"7,475.00",0.00,"7,475.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRICK TOWNSHIP,08724,OCEAN,NJ,"99,070.00","80,170.00","18,900.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRIDGETON,08302,CUMBERLAND,NJ,"190,443.00","157,388.00","33,055.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRIDGEWATER,08742,OCEAN,NJ,"50,872.00","45,472.00","5,400.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRIDGEWATER,08807,SOMERSET,NJ,"144,341.00","79,541.00","64,800.00","137,300.00",0.00,"64,800.00","72,500.00"
13367,13368,4086,NJ-00033,BRIELLE,07730,MONMOUTH,NJ,"3,440.00",0.00,"3,440.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRIELLE,08730,MONMOUTH,NJ,"1,103,448.00","984,851.00","118,597.00","539,700.00","438,400.00","36,000.00","65,300.00"
13367,13368,4086,NJ-00033,BRIGANINE,08203,ATLANTIC,NJ,"31,710.00","22,508.00","9,202.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRIGANTINE,08203,ATLANTIC,NJ,"5,404,528.00","4,556,223.00","848,305.00","1,273,300.00","1,108,300.00","145,100.00","19,900.00"
13367,13368,4086,NJ-00033,BRIGANTINE,08302,ATLANTIC,NJ,"208,651.00","208,651.00",0.00,"253,000.00","253,000.00",0.00,0.00
13367,13368,4086,NJ-00033,BRIGANTINE,08406,ATLANTIC,NJ,"182,421.00","129,611.00","52,810.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRIGHTON,08008,OCEAN,NJ,"191,238.00","161,238.00","30,000.00","20,000.00",0.00,"20,000.00",0.00
13367,13368,4086,NJ-00033,BRIGHTON BEACH,08008,OCEAN,NJ,"90,429.00","76,479.00","13,950.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRINGANTINE,08203,ATLANTIC,NJ,"32,838.00","31,763.00","1,075.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,BRONX,10940,BRONX,NY,0.00,0.00,0.00,"4,700.00",0.00,0.00,"4,700.00"
13367,13368,4086,NJ-00033,BUDD LAKE,07828,MORRIS,NJ,"9,525.00",0.00,"9,525.00","22,200.00",0.00,0.00,"22,200.00"
13367,13368,4086,NJ-00033,BYRAM TOWNSHIP,07821,SUSSEX,NJ,"44,114.00","42,914.00","1,200.00","49,900.00","43,000.00","1,200.00","5,700.00"
13367,13368,4086,NJ-00033,CALIFON,07830,HUNTERDON,NJ,"134,527.00","134,527.00",0.00,"69,900.00","69,900.00",0.00,0.00
13367,13368,4086,NJ-00033,CAMDEN,08104,CAMDEN,NJ,600.00,0.00,600.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,CAPE MAY,08204,CAPE MAY,NJ,"958,171.00","896,113.00","62,058.00","264,900.00","61,500.00","13,300.00","190,100.00"
13367,13368,4086,NJ-00033,CAPE MAY,08230,CAPE MAY,NJ,"93,582.00",0.00,"93,582.00","127,900.00",0.00,"93,600.00","34,300.00"
13367,13368,4086,NJ-00033,CAPE MAY COURT HOUSE,08210,CAPE MAY,NJ,"142,500.00","142,500.00",0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,CAPE MAY POINT,08212,CAPE MAY,NJ,"21,187.00","21,187.00",0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,CARLSTADT,07072,BERGEN,NJ,"18,816,248.00","2,262,647.00","16,553,601.00","5,916,700.00","503,900.00","4,638,000.00","774,800.00"
13367,13368,4086,NJ-00033,CARLSTADT,07644,BERGEN,NJ,"241,842.00","224,892.00","16,950.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,CARTERET,07008,MIDDLESEX,NJ,"213,943.00","180,032.00","33,911.00","14,600.00",0.00,"2,000.00","12,600.00"
13367,13368,4086,NJ-00033,CEDAR RUN,08092,OCEAN,NJ,"58,258.00","17,112.00","41,146.00","18,100.00","17,200.00",900.00,0.00
13367,13368,4086,NJ-00033,CEDARVILLE,08311,CUMBERLAND,NJ,"46,284.00","46,284.00",0.00,0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,CHADWICK BEACH,08735,OCEAN,NJ,"45,696.00","42,446.00","3,250.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,CHATHAM,07928,BERGEN,NJ,"3,000.00",0.00,"3,000.00","5,000.00",0.00,"3,000.00","2,000.00"
13367,13368,4086,NJ-00033,CHESTER,07930,MORRIS,NJ,"35,398.00","1,198.00","34,200.00","99,600.00",0.00,0.00,"99,600.00"
13367,13368,4086,NJ-00033,CLIFFSIDE PARK,07010,BERGEN,NJ,"65,000.00",0.00,"65,000.00","68,300.00",0.00,"47,800.00","20,500.00"
13367,13368,4086,NJ-00033,CLIFFWOOD,07721,MONMOUTH,NJ,"18,133.00",0.00,"18,133.00",0.00,0.00,0.00,0.00
13367,13368,4086,NJ-00033,CLIFFWOOD BEACH,07735,MONMOUTH,NJ,0.00,0.00,0.00,"19,700.00",0.00,0.00,"19,700.00"
