,Date/Time Reported,Date/Time Occurred,Location,Incident,CAD #,Report #,Disposition
1144,03/11/2023 10:36 pm,,Yosemite Tower 6,CITIZEN ASSIST - Check The Welfare,23-03-11-003410,230319,REPORT TAKEN
1145,03/11/2023 10:26 pm,,Pcv Buena Vista,VANDALISM - Malicious Mischief report,23-03-11-003409,230334,COMPLETED- NO REPORT
1146,03/11/2023 10:06 pm,,Baseball Stadium,PATROL ACTIVITY - Patrol Check,23-03-11-003408,,COMPLETED- NO REPORT
1147,03/11/2023 09:24 pm,,Off Campus - Slack At Longview,VEHICLE - Vehicle Stop,23-03-11-003407,,DRIVER WARNED/ADVISED
1148,03/11/2023 09:12 pm,,Off Campus - Foothill At Campus,VEHICLE - Vehicle Stop,23-03-11-003406,,COMPLETED- NO REPORT
1149,03/11/2023 08:44 pm,,Yosemite Hall,PATROL ACTIVITY - Patrol Check,23-03-11-003404,,COMPLETED- NO REPORT
1150,03/11/2023 08:31 pm,,Truckee Road,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-11-003403,,GONE ON ARRIVAL/UNABLE TO LOCATE
1151,03/11/2023 06:50 pm,,Poly Canyon Village Area,CITIZEN ASSIST - Public Assist (specify),23-03-11-003400,,COMPLETED- NO REPORT
1152,03/11/2023 04:33 pm,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-11-003399,,False/Human Error
1153,03/11/2023 04:07 pm,03/11/2023 04:07 pm - 03/11/2023 04:29 pm,Off Campus - Rite Aid,ALCOHOL - Furnishing/Selling Alcoholic Beverage to Minor,,230318,Closed
1154,03/11/2023 03:56 pm,,Ytt Parking Structure,ALARM - Elevator Emergency/Alarm,23-03-11-003397,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
1155,03/11/2023 03:16 pm,,Center For Science,PATROL ACTIVITY - Foot Patrol,23-03-11-003396,,IN SERVICE
1156,03/11/2023 03:03 pm,,Frank E Pilling Computer Science,CRIMINAL - Skateboarding/Rollerblade on campus,23-03-11-003395,,COMPLETED- NO REPORT
1157,03/11/2023 10:37 am,03/10/2023 12:00 pm - 03/11/2023 09:30 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230317,Closed
1158,03/11/2023 10:37 am,,Trinity Hall,VANDALISM - Malicious Mischief report,23-03-11-003389,230317,REPORT TAKEN
1159,03/11/2023 08:54 am,03/10/2023 04:00 pm - 03/11/2023 08:20 am,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230316,Closed
1160,03/11/2023 08:54 am,,Muir Hall,VANDALISM - Malicious Mischief report,23-03-11-003385,230316,REPORT TAKEN
1161,03/11/2023 05:02 am,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-11-003384,,False/Nature
1162,03/11/2023 02:00 am,,Pcv Dover,DISTURBANCE - Disturbance (specify) In Progress,23-03-11-003383,,TURNED OVER TO HOUSING
1163,03/11/2023 01:40 am,,Yak?ityutyu - C,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-11-003381,,COMPLETED- NO REPORT
1164,03/11/2023 01:22 am,03/11/2023 01:22 am - 03/11/2023 01:48 am,Yak?ityutyu - A,MEDICAL - MEDICAL AID - ALCOHOL/DRUG // DOCUMENTATION - OSRR Referral,,230315,Closed
1165,03/11/2023 01:22 am,,Yak?ityutyu - A,MEDICAL - MEDICAL AID - ALCOHOL/DRUG,23-03-11-003380,230315,REPORT TAKEN
1166,03/11/2023 01:10 am,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-03-11-003379,,COMPLETED- NO REPORT
1167,03/11/2023 12:30 am,,Cerro Vista  Hollister,ALARM - Fire Alarm,23-03-11-003378,,False/Mechanical
1168,03/11/2023 12:21 am,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-03-11-003377,,GONE ON ARRIVAL/UNABLE TO LOCATE
1169,03/11/2023 12:07 am,03/09/2023 11:00 pm - 03/10/2023 11:10 pm,Yak?ityutyu - D,VANDALISM - Vandalism - Less Than $400,,230314,Closed
1170,03/11/2023 12:07 am,,Yak?ityutyu - D,VANDALISM - Malicious Mischief report,23-03-11-003376,230314,REPORT TAKEN
1171,03/10/2023 11:59 pm,,Pcv Huasna,VANDALISM - Malicious Mischief report,23-03-10-003375,,UNFOUNDED
1172,03/10/2023 11:39 pm,,Canyon Circle Parking Structure,ALARM - Elevator Emergency/Alarm,23-03-10-003374,,COMPLETED- NO REPORT
1173,03/10/2023 11:16 pm,03/10/2023 11:16 pm - 03/10/2023 11:33 pm,Yosemite Tower 2,OFFENSE AGAINST PUBLIC JUSTICE - False Activation of Fire Alarm,,230313,Closed
1174,03/10/2023 11:16 pm,,Yosemite Tower 2,ALARM - Fire Alarm,23-03-10-003373,230313,REPORT TAKEN
1175,03/10/2023 11:10 pm,,Pcv Aliso,ALARM - Fire Alarm,23-03-10-003372,,False/Cooking related
1176,03/10/2023 11:09 pm,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-03-10-003371,,COMPLETED- NO REPORT
1177,03/10/2023 10:50 pm,,Tenaya Hall,ALARM - Fire Alarm,23-03-10-003370,,False/Cooking related
1178,03/10/2023 10:27 pm,,Center For Science,CITIZEN ASSIST - Public Assist (specify),23-03-10-003369,,COMPLETED- NO REPORT
1179,03/10/2023 09:40 pm,03/10/2023 09:40 pm - 03/10/2023 09:43 pm,North Perimeter Road,DOCUMENTATION - OSRR Referral,,230312,Closed
1180,03/10/2023 09:40 pm,,North Perimeter Road,VEHICLE - Vehicle Stop,23-03-10-003368,230312,REPORT TAKEN
1181,03/10/2023 09:38 pm,,Off Campus - Foothill At Carpenter,VEHICLE - Vehicle Stop,23-03-10-003367,,DRIVER WARNED/ADVISED
1182,03/10/2023 09:29 pm,,Off Campus - Ifo Sigma Nu House,CITIZEN ASSIST - Citizen Contact,23-03-10-003366,,COMPLETED- NO REPORT
1183,03/10/2023 09:26 pm,,Pcv Dover,ALARM - Fire Alarm,23-03-10-003365,,False/Cooking related
1184,03/10/2023 08:52 pm,,Pcv Gypsum,ALARM - Fire Alarm,23-03-10-003364,,False/Cooking related
1185,03/10/2023 08:22 pm,,Grand Avenue,VEHICLE - Vehicle Stop,23-03-10-003363,,DRIVER WARNED/ADVISED
1186,03/10/2023 07:41 pm,,Center For Science,PATROL ACTIVITY - Patrol Check,23-03-10-003362,,COMPLETED- NO REPORT
1187,03/10/2023 07:08 pm,,Pcv Inyo,ALARM - Fire Alarm,23-03-10-003360,,False/Cooking related
1188,03/10/2023 06:50 pm,,Yak?ityutyu - F,ALARM - Fire Alarm,23-03-10-003358,,COMPLETED- NO REPORT
1189,03/10/2023 06:08 pm,,Pcv Corralitos,ALARM - Fire Alarm,23-03-10-003356,,False/Mechanical
1190,03/10/2023 05:59 pm,,Yak?ityutyu - G,ALARM - Elevator Emergency/Alarm,23-03-10-003355,,False/Human Error
1191,03/10/2023 05:42 pm,,Pcv Aliso,ALARM - Fire Alarm,23-03-10-003354,,False/Cooking related
1192,03/10/2023 05:35 pm,,Off Campus - Foothill Rd,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-10-003353,,COMPLETED- NO REPORT
1193,03/10/2023 05:24 pm,,Canyon Circle Parking Structure,ALARM - Elevator Emergency/Alarm,23-03-10-003352,,UNFOUNDED
1194,03/10/2023 04:53 pm,,Pcv Estrella,ALARM - Fire Alarm,23-03-10-003350,,False/Steam
1195,03/10/2023 02:46 pm,,Pcv Estrella,CITIZEN ASSIST - Keep the Peace,23-03-10-003345,,COMPLETED- NO REPORT
1196,03/10/2023 01:53 pm,,Pcv Inyo,ALARM - Fire Alarm,23-03-10-003342,,False/Steam
1197,03/10/2023 01:24 pm,,Frank E Pilling Computer Science,ALARM - Fire Alarm,23-03-10-003341,,TURNED OVER TO FACILITY SVS
1198,03/10/2023 01:16 pm,,Yak?ityutyu - C,ALARM - Elevator Emergency/Alarm,23-03-10-003340,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
1199,03/10/2023 12:39 pm,,Pcv Estrella,ALARM - Fire Alarm,23-03-10-003339,,CALLED PRIOR
1200,03/10/2023 12:07 pm,,Kennedy Library,PARKING - Parking Violation,23-03-10-003338,,TURNED OVER TO TAPS
1201,03/10/2023 11:45 am,,Crandall Gymnasium,ALARM - Equipment Alarm,23-03-10-003337,,TURNED OVER TO FACILITY SVS
1202,03/10/2023 11:28 am,,Village Drive Parking Structure,CITIZEN ASSIST - Public Assist (specify),23-03-10-003336,,IN SERVICE
1203,03/10/2023 10:54 am,,Village Drive Parking Structure,PARKING - Parking Violation,23-03-10-003334,,TURNED OVER TO TAPS
1204,03/10/2023 08:29 am,,Sierra Madre Hall,ALARM - Fire Alarm,23-03-10-003333,,TURNED OVER TO FACILITY SVS
1205,03/10/2023 07:52 am,,Off Campus - Horse Pasture Across From 2099 Slack,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-10-003332,,GONE ON ARRIVAL/UNABLE TO LOCATE
1206,03/10/2023 07:38 am,,Pcv Foxen,ALARM - Fire Alarm,23-03-10-003329,,False/Human Error
1207,03/10/2023 07:31 am,,Off Campus - 631 N Santa Rosa St,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-10-003328,,COMPLETED- NO REPORT
1208,03/10/2023 03:08 am,,H. P. Davidson Music Center,ALARM - Fire Alarm,23-03-10-003327,,False/Nature
1209,03/10/2023 02:43 am,,H. P. Davidson Music Center,ALARM - Fire Alarm,23-03-10-003326,,False/Mechanical
1210,03/10/2023 12:32 am,,Center For Science,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-10-003325,230311,REPORT TAKEN
1211,03/09/2023 11:31 pm,03/09/2023 10:00 pm - 03/09/2023 11:30 pm,Yak?ityutyu - E,VANDALISM - Vandalism - Less Than $400,,230310,Closed
1212,03/09/2023 11:31 pm,,Yak?ityutyu - E,VANDALISM - Malicious Mischief report,23-03-09-003324,230310,REPORT TAKEN
1213,03/09/2023 10:34 pm,,Mustang Way,CITIZEN ASSIST - Citizen Contact,23-03-09-003322,,IN SERVICE
1214,03/09/2023 10:24 pm,,Pcv Aliso,ALARM - Fire Alarm,23-03-09-003321,,False/Cooking related
1215,03/09/2023 10:07 pm,,Yak?ityutyu - D,ALARM - Fire Alarm,23-03-09-003320,,False/Marijuana
1216,03/09/2023 09:45 pm,,Pcv Aliso,ALARM - Fire Alarm,23-03-09-003317,,False/Cooking related
1217,03/09/2023 08:38 pm,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-03-09-003315,,IN SERVICE
1218,03/09/2023 08:16 pm,,Pcv Estrella,ALARM - Fire Alarm,23-03-09-003314,,False/Cooking related
1219,03/09/2023 07:53 pm,,Pcv Inyo,ALARM - Fire Alarm,23-03-09-003313,,False/Steam
1220,03/09/2023 07:18 pm,,Crandall Gymnasium,PATROL ACTIVITY - Foot Patrol,23-03-09-003312,,IN SERVICE
1221,03/09/2023 06:35 pm,,Yak?ityutyu - B,ALARM - Elevator Emergency/Alarm,23-03-09-003308,,COMPLETED- NO REPORT
1222,03/09/2023 06:04 pm,,Yak?ityutyu - F,ALARM - Fire Alarm,23-03-09-003307,,False/Mechanical
1223,03/09/2023 04:43 pm,,Cerro Vista  Islay,ALARM - Elevator Emergency/Alarm,23-03-09-003306,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
1224,03/09/2023 04:22 pm,,Crandall Gymnasium,CITIZEN ASSIST - Public Assist (specify),23-03-09-003305,,COMPLETED- NO REPORT
1225,03/09/2023 04:06 pm,03/02/2023 12:00 pm - 03/09/2023 12:30 pm,Poly Canyon Village,VANDALISM - PC594(A)(1)-M-Vandalism-Defaces with Graffiti or O,,230309,Closed
1226,03/09/2023 04:06 pm,,Poly Canyon Village,VANDALISM - Malicious Mischief report,23-03-09-003304,230309,REPORT TAKEN
1227,03/09/2023 02:32 pm,,Kennedy Library,PARKING - Parking Violation,23-03-09-003298,,TURNED OVER TO TAPS
1228,03/09/2023 02:29 pm,,Pcv Aliso,ALARM - Fire Alarm,23-03-09-003297,,False/Cooking related
1229,03/09/2023 02:22 pm,,Campus Way,CITIZEN ASSIST - Public Assist (specify),23-03-09-003296,,TURNED OVER TO FACILITY SVS
1230,03/09/2023 02:18 pm,,Dexter Lawn,PARKING - Parking Violation,23-03-09-003295,,TURNED OVER TO TAPS
1231,03/09/2023 11:46 am,,Vista Caballo,VEHICLE - Vehicle Stop,23-03-09-003294,,SUBJECT(S) ADVISED/WARNED
1232,03/09/2023 11:24 am,,Facility Services,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-09-003292,,COMPLETED- NO REPORT
1233,03/09/2023 10:52 am,,Julian A. Mcphee University Union,EVENT - Protest/Demonstration,23-03-09-003290,,COMPLETED- NO REPORT
1234,03/09/2023 10:34 am,,Poly Canyon Road,TRAFFIC - Traffic Hazard,23-03-09-003289,,TURNED OVER TO TAPS
1235,03/09/2023 10:33 am,,Inner Perimeter,PATROL ACTIVITY - Foot Patrol,23-03-09-003288,,IN SERVICE
1236,03/09/2023 08:42 am,,K-1 Parking Lot,PARKING - Parking Violation,23-03-09-003287,,COMPLETED- NO REPORT
1237,03/09/2023 08:02 am,,College Ave,CITIZEN ASSIST - Attempt to Locate/Contact (specify),23-03-09-003286,,COMPLETED- NO REPORT
1238,03/09/2023 03:56 am,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-03-09-003279,,IN SERVICE
1239,03/09/2023 03:54 am,,Yak?ityutyu Area,PATROL ACTIVITY - Patrol Check,23-03-09-003278,,IN SERVICE
1240,03/09/2023 03:25 am,,Architecture & Environmental Design,PATROL ACTIVITY - Patrol Check,23-03-09-003277,,IN SERVICE
1241,03/09/2023 03:09 am,,Inner Perimeter,PATROL ACTIVITY - Patrol Check,23-03-09-003276,,IN SERVICE
1242,03/09/2023 01:01 am,,Off Campus - Front Porch,CITIZEN ASSIST - Citizen Contact,23-03-09-003275,,IN SERVICE
1243,03/09/2023 12:48 am,,Orfalea Business Building,PATROL ACTIVITY - Foot Patrol,23-03-09-003274,,IN SERVICE
1244,03/09/2023 12:41 am,,Education Building,PATROL ACTIVITY - Foot Patrol,23-03-09-003273,,IN SERVICE
1245,03/09/2023 12:31 am,,Administration,ALARM - Burglary Alarm,23-03-09-003272,,CALLED PRIOR
1246,03/09/2023 12:29 am,,Off Campus - Foothill/santa Rosa,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-09-003271,,TURNED OVER TO SLPD
1247,03/09/2023 12:28 am,,Architecture & Environmental Design,PATROL ACTIVITY - Foot Patrol,23-03-09-003270,,IN SERVICE
1248,03/09/2023 12:12 am,,Dexter Lawn,PATROL ACTIVITY - Patrol Check,23-03-09-003269,,IN SERVICE
1249,03/08/2023 11:57 pm,,Erhart Agricultural Scien,PATROL ACTIVITY - Foot Patrol,23-03-08-003267,,IN SERVICE
1250,03/08/2023 11:54 pm,,Center For Science,PATROL ACTIVITY - Patrol Check,23-03-08-003266,,IN SERVICE
1251,03/08/2023 11:53 pm,,Center For Science,PATROL ACTIVITY - Patrol Check,23-03-08-003265,,IN SERVICE
1252,03/08/2023 11:20 pm,,Pcv Foxen,ALARM - Fire Alarm,23-03-08-003264,,False/Cooking related
1253,03/08/2023 11:01 pm,,Agricultural Engineering,OUTREACH - Special Assignment - Presentation,23-03-08-003262,,IN SERVICE
1254,03/08/2023 10:27 pm,,Pcv Dover,ALARM - Elevator Emergency/Alarm,23-03-08-003261,,COMPLETED- NO REPORT
1255,03/08/2023 10:16 pm,,Fremont Hall,MEDICAL - Medical Aid,23-03-08-003260,,COMPLETED- NO REPORT
1256,03/08/2023 09:02 pm,,Walter F. Dexter Building,PATROL ACTIVITY - Foot Patrol,23-03-08-003258,,IN SERVICE
1257,03/08/2023 08:56 pm,,Pcv Buena Vista,ALARM - Fire Alarm,23-03-08-003257,,False/Cooking related
1258,03/08/2023 08:03 pm,,Pcv Dover,ALARM - Elevator Emergency/Alarm,23-03-08-003256,,COMPLETED- NO REPORT
1259,03/08/2023 06:46 pm,,Village Drive,CRIMINAL - Skateboarding/Rollerblade on campus,23-03-08-003251,,SUBJECT(S) ADVISED/WARNED
1260,03/08/2023 06:17 pm,,Santa Lucia Hall,CITIZEN ASSIST - Check The Welfare,23-03-08-003248,,COMPLETED- NO REPORT
1261,03/08/2023 05:50 pm,,Old Science,PATROL ACTIVITY - Foot Patrol,23-03-08-003247,,IN SERVICE
1262,03/08/2023 05:30 pm,,Poly Canyon Village,ALARM - Fire Alarm,23-03-08-003246,,False/Cooking related
1263,03/08/2023 04:22 pm,,Cal Poly Police Department,ALARM - Equipment Alarm,23-03-08-003242,,OTHER
1264,03/08/2023 04:01 pm,,Recreation Center,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-08-003240,,CANCELLED
1265,03/08/2023 03:44 pm,,Old Science,LARCENY-THEFT - Theft Report,23-03-08-003239,,IN SERVICE
1266,03/08/2023 02:31 pm,02/12/2023 12:00 am - 02/14/2023 12:00 am,Erhart Agricultural Scien,PROPERTY - Lost Property,,230306,Closed
1267,03/08/2023 02:31 pm,,Erhart Agricultural Scien,PROPERTY - Lost Property,23-03-08-003231,230306,REPORT TAKEN
1268,03/08/2023 01:30 pm,,Yak?ityutyu - D,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-08-003225,,COMPLETED- NO REPORT
1269,03/08/2023 11:43 am,03/08/2023 11:40 am - 03/08/2023 02:53 pm,Health & Wellbeing Center,MEDICAL - Medical Aid,,230307,Closed
1270,03/08/2023 11:43 am,,Health & Wellbeing Center,MEDICAL - Medical Aid,23-03-08-003222,230307,REPORT TAKEN
1271,03/08/2023 11:05 am,,Erhart Agricultural Scien,MEDICAL - Medical Aid,23-03-08-003221,,COMPLETED- NO REPORT
1272,03/08/2023 10:03 am,,Pcv Huasna,ALARM - Fire Alarm,23-03-08-003219,,False/Human Error
1273,03/08/2023 09:58 am,,Vista Grande,CITIZEN ASSIST - Keep the Peace,23-03-08-003218,,COMPLETED- NO REPORT
1274,03/08/2023 08:31 am,,Cerro Vista  Romauldo,ALARM - Fire Alarm,23-03-08-003213,,SECURE/UNKNOWN
1275,03/08/2023 08:24 am,01/02/2023 12:00 am - 03/08/2023 09:29 am,Unknown On-campus,DOCUMENTATION - General Incident,,230304,Closed
1276,03/08/2023 08:24 am,,Unknown On-campus,STALKING - Stalking,23-03-08-003212,230304,REPORT TAKEN
1277,03/08/2023 08:04 am,,Off Campus - Fredericks St. ,CITIZEN ASSIST - Attempt to Locate/Contact (specify),23-03-08-003211,,COMPLETED- NO REPORT
1278,03/08/2023 06:25 am,,Pcv Estrella,ALARM - Fire Alarm,23-03-08-003203,,TURNED OVER TO HOUSING
1279,03/08/2023 04:50 am,,Mathematics And Science,ALARM - Burglary Alarm,23-03-08-003202,,False/Custodial
1280,03/08/2023 04:43 am,,Cerro Vista  Hollister,ALARM - Fire Alarm,23-03-08-003201,,False/Mechanical
1281,03/08/2023 02:56 am,,Walter F. Dexter Building,PATROL ACTIVITY - Patrol Check,23-03-08-003200,,IN SERVICE
1282,03/08/2023 12:52 am,,William & Linda Frost Center For Research & Innovation,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-08-003199,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
1283,03/07/2023 11:26 pm,10/01/2022 12:00 am - 03/07/2023 09:00 pm,Santa Lucia Hall,DOCUMENTATION - General Incident,,230303,Closed
1284,03/07/2023 11:26 pm,,Santa Lucia Hall,DOCUMENTATION - MANDATED REPORTING OF SEX OFFENSE,23-03-07-003198,230303,REPORT TAKEN
1285,03/07/2023 11:15 pm,03/07/2023 11:15 pm,Yak?ityutyu - G,MEDICAL - Medical Aid,,230302,Closed
1286,03/07/2023 11:15 pm,,Yak?ityutyu - G,CITIZEN ASSIST - Check The Welfare,23-03-07-003197,230302,REPORT TAKEN
1287,03/07/2023 11:11 pm,,Highland Drive,VEHICLE - Vehicle Stop,23-03-07-003195,,CLEARED BY CITATION
1288,03/07/2023 10:40 pm,,North Perimeter Road,CRIMINAL - Skateboarding/Rollerblade on campus,23-03-07-003193,,SUBJECT(S) ADVISED/WARNED
1289,03/07/2023 10:34 pm,,North Perimeter Road,CRIMINAL - Skateboarding/Rollerblade on campus,23-03-07-003192,,SUBJECT(S) ADVISED/WARNED
1290,03/07/2023 10:16 pm,,Pcv Corralitos,ALARM - Fire Alarm,23-03-07-003191,,False/Cooking related
1291,03/07/2023 09:40 pm,,Ytt Parking Structure,CITIZEN ASSIST - Citizen Contact,23-03-07-003187,,IN SERVICE
1292,03/07/2023 09:25 pm,,Yak?ityutyu - A,ALARM - Fire Alarm,23-03-07-003186,,SECURE/UNKNOWN
1293,03/07/2023 09:11 pm,,Klamath Road,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-07-003185,,COMPLETED- NO REPORT
1294,03/07/2023 08:10 pm,,Pcv Inyo,ALARM - Fire Alarm,23-03-07-003183,,False/Cooking related
1295,03/07/2023 08:03 pm,,Recreation Center,MEDICAL - Medical Aid,23-03-07-003182,,CANCELLED
1296,03/07/2023 07:04 pm,,Ytt Parking Structure,CITIZEN ASSIST - Attempt to Locate/Contact (specify),23-03-07-003178,,COMPLETED- NO REPORT
1297,03/07/2023 06:39 pm,,Sierra Madre Tower 2,ALARM - Fire Alarm,23-03-07-003177,,False/Human Error
1298,03/07/2023 06:38 pm,,Pcv Estrella,ALARM - Fire Alarm,23-03-07-003176,,False/Cooking related
1299,03/07/2023 04:34 pm,,Health & Wellbeing Center,MEDICAL - Medical Aid,23-03-07-003169,,COMPLETED- NO REPORT
1300,03/07/2023 04:27 pm,,Ytt Parking Structure,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-07-003168,,IN SERVICE
1301,03/07/2023 02:18 pm,,Off Campus - 1050 Foothill ,FOLLOWUP - Followup,23-03-07-003163,,IN SERVICE
1302,03/07/2023 01:46 pm,,Pcv Estrella,ALARM - Elevator Emergency/Alarm,23-03-07-003162,,False/Human Error
1303,03/07/2023 12:34 pm,,H2-a Parking Lot,PARKING - Parking Violation,23-03-07-003159,,TURNED OVER TO
1304,03/07/2023 12:31 pm,,Mathematics And Science,MEDICAL - Medical Aid,23-03-07-003158,,IN SERVICE
1305,03/07/2023 12:21 pm,,Pcv Aliso,ALARM - Fire Alarm,23-03-07-003157,,False/Cooking related
1306,03/07/2023 11:36 am,,Ytt Parking Structure,PARKING - Parking Violation,23-03-07-003151,,TURNED OVER TO
1307,03/07/2023 11:29 am,,Cerro Vista  Cabrillo,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-07-003150,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
1308,03/07/2023 10:45 am,03/06/2023 05:00 pm - 03/07/2023 10:00 am,Walter F. Dexter Building,BURGLARY - Burglary report,,230301,
1309,03/07/2023 10:45 am,,Walter F. Dexter Building,LARCENY-THEFT - Theft Report,23-03-07-003148,230301,REPORT TAKEN
1310,03/07/2023 10:38 am,,Off Campus - Located Front Plate To Vehicle Missing,DOCUMENTATION - General Incident,23-03-07-003147,,COMPLETED- NO REPORT
1311,03/07/2023 01:24 am,,Dairy Unit Area,PATROL ACTIVITY - Patrol Check,23-03-07-003126,,OFF DUTY
1312,03/07/2023 01:23 am,,Erhart Agricultural Scien,DISTURBANCE - Disturbance (specify) In Progress,23-03-07-003127,,GONE ON ARRIVAL/UNABLE TO LOCATE
1313,03/07/2023 01:12 am,,Poly Canyon Village Area,PATROL ACTIVITY - Patrol Check,23-03-07-003125,,IN SERVICE
1314,03/07/2023 12:57 am,,Grand Avenue,VEHICLE - Vehicle Stop,23-03-07-003124,,DRIVER WARNED/ADVISED
1315,03/07/2023 12:45 am,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-07-003123,,SECURE/UNKNOWN
1316,03/07/2023 12:41 am,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-03-07-003122,,IN SERVICE
1317,03/07/2023 12:35 am,,Inner Perimeter,PATROL ACTIVITY - Patrol Check,23-03-07-003121,,IN SERVICE
1318,03/07/2023 12:25 am,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-07-003120,,SECURE/UNKNOWN
1319,03/06/2023 11:53 pm,,Yak?ityutyu Area,PATROL ACTIVITY - Patrol Check,23-03-06-003119,,IN SERVICE
1320,03/06/2023 11:15 pm,,Highland Drive,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-06-003118,,UNFOUNDED
1321,03/06/2023 10:48 pm,,Yak?ityutyu - D,MEDICAL - Medical Aid,23-03-06-003116,,COMPLETED- NO REPORT
1322,03/06/2023 10:37 pm,,Recreation Center,ALARM - Fire Alarm,23-03-06-003115,,TURNED OVER TO FACILITY SVS
1323,03/06/2023 09:56 pm,03/05/2023 11:00 pm - 03/06/2023 03:00 pm,Sequoia Hall,VANDALISM - Vandalism - Less Than $400,,230299,Closed
1324,03/06/2023 09:56 pm,,Sequoia Hall,VANDALISM - Malicious Mischief report,23-03-06-003114,230299,REPORT TAKEN
1325,03/06/2023 09:55 pm,,Cerro Vista  Hollister,ALARM - Fire Alarm,23-03-06-003113,,False/Cooking related
1326,03/06/2023 09:47 pm,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-03-06-003112,,IN SERVICE
1327,03/06/2023 09:31 pm,,Orfalea Business Building,CITIZEN ASSIST - Escort,23-03-06-003111,,COMPLETED- NO REPORT
1328,03/06/2023 09:09 pm,,Pcv Huasna,ALARM - Fire Alarm,23-03-06-003110,,False/Cooking related
1329,03/06/2023 08:30 pm,,Pcv Estrella,ALARM - Fire Alarm,23-03-06-003108,,False/Cooking related
1330,03/06/2023 07:34 pm,,Muir Hall,ALARM - Fire Alarm,23-03-06-003106,,SECURE/UNKNOWN
1331,03/06/2023 06:48 pm,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-06-003102,,COMPLETED- NO REPORT
1332,03/06/2023 06:36 pm,,Recreation Center,ALARM - Fire Alarm,23-03-06-003101,,TURNED OVER TO FACILITY SVS
1333,03/06/2023 02:43 pm,,H2-a Parking Lot,PARKING - Parking Violation,23-03-06-003085,,TURNED OVER TO
1334,03/06/2023 02:13 pm,,Student Services Center,ALARM - Fire Alarm,23-03-06-003084,,COMPLETED- NO REPORT
1335,03/06/2023 12:45 pm,,Poly Canyon Village Area,PROPERTY - Found Property report,23-03-06-003081,,COMPLETED- NO REPORT
1336,03/06/2023 12:43 pm,,Cal Poly Police Department,FOLLOWUP - Followup,23-03-06-003080,,IN SERVICE
1337,03/06/2023 12:17 pm,,California Boulevard,PARKING - Parking Violation,23-03-06-003078,,TURNED OVER TO
1338,03/06/2023 12:14 pm,,Canyon Circle Parking Structure,ANIMAL - Animal Call,23-03-06-003077,,UNFOUNDED
